group,resource country,organization country,resource,role,activity,impact,product,timestamp,case
Org line G3,USA,us,Carolyn,E_4,Accepted,Medium,PROD98,2011/4/14 13:36,1-517002080
Org line G3,USA,us,Carolyn,E_4,Queued,Medium,PROD98,2011/4/14 13:38,1-517002080
Org line G3,Sweden,us,Padmanabha,E_4,Accepted,Medium,PROD98,2011/4/14 15:10,1-517002080
Org line G3,USA,us,Carolyn,E_4,Accepted,Medium,PROD98,2011/4/14 15:10,1-517002080
Org line G3,POLAND,us,Ewa,E_4,Accepted,Medium,PROD98,2012/1/30 12:06,1-517002080
Org line G3,POLAND,us,Ewa,E_4,Completed,Medium,PROD98,2012/1/30 12:07,1-517002080
Org line C,Sweden,se,Raul,E_6,Accepted,Medium,PROD383,2012/3/26 13:42,1-702501532
Org line C,Sweden,se,Raul,E_6,Queued,Medium,PROD383,2012/4/2 10:01,1-702501532
Org line C,Sweden,se,Raul,E_6,Accepted,Medium,PROD383,2012/4/2 13:21,1-702501532
Org line C,Sweden,se,Raul,E_6,Completed,Medium,PROD383,2012/4/25 12:15,1-702501532
Org line G3,POLAND,us,Ewa,E_6,Accepted,Medium,PROD97,2011/12/2 11:09,1-619087129
Org line G3,POLAND,us,Ewa,E_6,Completed,Medium,PROD97,2012/1/3 10:10,1-619087129
Org line A2,China,cn,Anson,A2_5,Accepted,Medium,PROD789,2012/4/19 3:54,1-722688743
Org line A2,China,cn,Anson,A2_5,Queued,Medium,PROD789,2012/4/19 5:58,1-722688743
Org line A2,China,cn,Anson,A2_5,Accepted,Medium,PROD789,2012/5/24 3:31,1-722688743
Org line A2,China,cn,Anson,A2_5,Completed,Medium,PROD789,2012/5/24 3:31,1-722688743
Org line V2,Sweden,se,Marie,D_1,Accepted,Low,PROD421,2011/3/23 15:00,1-509915742
Org line V2,Sweden,se,Marie,D_1,Completed,Low,PROD421,2012/2/27 14:29,1-509915742
Org line G4,Sweden,se,Peter,D_1,Accepted,Medium,PROD286,2011/10/24 13:22,1-593751721
Org line G4,Sweden,se,Peter,D_1,Completed,Medium,PROD286,2012/1/3 15:03,1-593751721
Org line A2,POLAND,pl,Rafal,D_1,Accepted,High,PROD69,2011/12/1 9:20,1-618620384
Org line A2,POLAND,pl,Rafal,D_1,Completed,High,PROD69,2012/2/23 12:41,1-618620384
Org line G4,Sweden,se,Roland,D_1,Accepted,Medium,PROD374,2012/2/28 15:30,1-689525975
Org line G4,Sweden,se,Roland,D_1,Accepted,Medium,PROD374,2012/2/28 17:05,1-689525975
Org line G4,Sweden,se,Roland,D_1,Completed,Medium,PROD374,2012/3/30 8:00,1-689525975
Org line C,Sweden,se,Henrik,E_6,Accepted,Medium,PROD289,2011/10/26 8:22,1-595361681
Org line C,Sweden,se,Henrik,E_6,Completed,Medium,PROD289,2012/2/15 16:01,1-595361681
Org line C,Sweden,be,Petrus,E_1,Accepted,Major,PROD715,2012/1/26 10:40,1-652935537
Org line C,Sweden,be,Petrus,E_1,Completed,Major,PROD715,2012/1/26 10:45,1-652935537
Org line A2,Sweden,se,Agoritsa,A2_3,Accepted,Low,PROD484,2012/1/25 7:42,1-651922594
Org line A2,Sweden,se,Agoritsa,A2_3,Completed,Low,PROD484,2012/1/25 9:27,1-651922594
Org line G3,USA,us,Carolyn,A2_3,Accepted,Medium,PROD98,2010/12/24 6:04,1-433309965
Org line G3,USA,us,Carolyn,A2_3,Queued,Medium,PROD98,2010/12/24 6:09,1-433309965
Org line G3,USA,us,Carolyn,A2_3,Queued,Medium,PROD98,2010/12/24 6:09,1-433309965
Org line G3,Sweden,us,Padmanabha,A2_3,Accepted,Medium,PROD98,2010/12/24 9:15,1-433309965
Org line G3,USA,us,Carolyn,A2_3,Accepted,Medium,PROD98,2010/12/24 9:15,1-433309965
Org line A2,Sweden,us,Hannes,A2_2,Queued,Medium,PROD98,2011/4/7 10:38,1-433309965
Org line A2,Sweden,us,Y,A2_2,Accepted,Medium,PROD98,2011/4/7 10:39,1-433309965
Org line A2,Sweden,us,Y,A2_2,Accepted,Medium,PROD98,2011/4/7 11:07,1-433309965
Org line A2,Sweden,us,Y,A2_2,Accepted,Medium,PROD98,2011/4/7 11:08,1-433309965
Org line A2,Sweden,us,Y,A2_2,Accepted,Medium,PROD98,2011/4/7 15:03,1-433309965
Org line G3,USA,us,Carolyn,A2_2,Queued,Medium,PROD98,2011/4/7 15:06,1-433309965
Org line G3,Sweden,us,Santhosh,A2_2,Accepted,Medium,PROD98,2011/4/8 13:26,1-433309965
Org line G3,USA,us,Carolyn,A2_2,Accepted,Medium,PROD98,2011/4/8 13:28,1-433309965
Org line G3,POLAND,us,Ewa,A2_2,Accepted,Medium,PROD98,2012/2/2 21:15,1-433309965
Org line G3,POLAND,us,Ewa,A2_2,Completed,Medium,PROD98,2012/2/2 21:19,1-433309965
Org line G3,USA,us,Carolyn,A2_2,Accepted,Medium,PROD97,2011/6/1 13:38,1-530568802
Org line G3,USA,us,Carolyn,A2_2,Queued,Medium,PROD97,2011/6/1 13:41,1-530568802
Org line G3,Sweden,us,Santhosh,A2_2,Accepted,Medium,PROD97,2011/6/1 18:50,1-530568802
Org line G3,USA,us,Carolyn,A2_2,Accepted,Medium,PROD97,2011/6/1 18:52,1-530568802
Org line G3,Sweden,us,Padmanabha,A2_2,Accepted,Medium,PROD97,2011/6/23 21:12,1-530568802
Org line A2,Sweden,us,Hannes,A2_2,Queued,Medium,PROD97,2011/6/23 21:14,1-530568802
Org line A2,Sweden,us,Y,A2_2,Accepted,Medium,PROD97,2011/6/23 21:22,1-530568802
Org line A2,Sweden,us,Y,A2_2,Accepted,Medium,PROD97,2011/7/6 9:19,1-530568802
Org line G3,USA,us,Carolyn,A2_2,Queued,Medium,PROD97,2011/7/6 9:33,1-530568802
Org line G3,Sweden,us,Padmanabha,A2_2,Accepted,Medium,PROD97,2011/7/6 20:29,1-530568802
Org line G3,USA,us,Carolyn,A2_2,Accepted,Medium,PROD97,2011/7/6 20:29,1-530568802
Org line G3,POLAND,us,Ewa,A2_2,Accepted,Medium,PROD97,2012/1/30 20:23,1-530568802
Org line G3,POLAND,us,Ewa,A2_2,Completed,Medium,PROD97,2012/1/30 20:46,1-530568802
Org line C,INDIA,in,Sreelesh,E_5,Accepted,Medium,PROD793,2012/3/17 14:47,1-698751834
Org line C,INDIA,in,Sreelesh,E_5,Accepted,Medium,PROD793,2012/3/17 15:33,1-698751834
Org line C,INDIA,in,Sreelesh,E_5,Accepted,Medium,PROD793,2012/4/25 15:47,1-698751834
Org line C,INDIA,in,Sreelesh,E_5,Completed,Medium,PROD793,2012/4/26 9:56,1-698751834
Org line C,Sweden,se,Désirée,V3_2,Accepted,Major,PROD153,2012/4/11 17:32,1-716571976
Org line C,Sweden,se,Désirée,V3_2,Completed,Major,PROD153,2012/5/14 14:33,1-716571976
Org line C,Sweden,se,Désirée,V3_2,Accepted,Major,PROD153,2012/5/16 15:33,1-716571976
Org line C,Sweden,se,Désirée,V3_2,Queued,Major,PROD153,2012/5/16 15:43,1-716571976
Org line C,Sweden,se,Anette,V3_2,Accepted,Major,PROD153,2012/5/18 5:26,1-716571976
Org line C,Sweden,se,Anette,V3_2,Completed,Major,PROD153,2012/5/18 5:26,1-716571976
Org line G3,USA,us,Carolyn,A2_5,Accepted,Medium,PROD98,2010/7/30 7:46,1-388644366
Org line G3,USA,us,Carolyn,A2_5,Queued,Medium,PROD98,2010/7/30 7:50,1-388644366
Org line G3,Sweden,us,Kannan,A2_5,Accepted,Medium,PROD98,2010/7/30 12:43,1-388644366
Org line G3,USA,us,Carolyn,A2_5,Accepted,Medium,PROD98,2010/7/30 12:43,1-388644366
Org line G3,POLAND,us,Ewa,A2_5,Accepted,Medium,PROD98,2012/1/30 14:48,1-388644366
Org line G3,POLAND,us,Ewa,A2_5,Completed,Medium,PROD98,2012/1/30 14:48,1-388644366
Org line C,China,us,Vincent,E_4,Accepted,Major,PROD348,2012/5/4 8:15,1-740409214
Org line C,China,us,Vincent,E_4,Completed,Major,PROD348,2012/5/7 8:12,1-740409214
Org line C,Sweden,se,Gitt,E_2,Accepted,Medium,PROD327,2012/3/16 8:32,1-698216063
Org line C,Sweden,se,Gitt,E_2,Queued,Medium,PROD327,2012/3/16 8:34,1-698216063
Org line C,Sweden,se,Alexander,E_2,Accepted,Medium,PROD327,2012/3/20 9:46,1-698216063
Org line C,Sweden,se,Alexander,E_2,Accepted,Medium,PROD327,2012/3/21 8:41,1-698216063
Org line C,Belgium,se,Hilde,E_2,Accepted,Medium,PROD327,2012/3/21 15:52,1-698216063
Org line C,Belgium,se,Hilde,E_2,Completed,Medium,PROD327,2012/3/21 16:04,1-698216063
Org line A2,Sweden,se,Daniel,A2_3,Accepted,Major,PROD655,2010/10/5 12:39,1-406852699
Org line A2,Sweden,se,Daniel,A2_3,Accepted,Major,PROD655,2012/4/11 14:41,1-406852699
Org line A2,Sweden,se,Daniel,A2_3,Completed,Major,PROD655,2012/4/11 14:41,1-406852699
Org line C,Sweden,pl,Praveen,E_10,Accepted,High,PROD802,2012/4/18 19:54,1-722674364
Org line C,Sweden,pl,Praveen,E_10,Queued,High,PROD802,2012/4/18 20:00,1-722674364
Org line C,Sweden,pl,Abhimanyu,E_10,Accepted,High,PROD802,2012/4/18 21:21,1-722674364
Org line C,Sweden,pl,Prasad,E_10,Queued,High,PROD802,2012/4/18 21:45,1-722674364
Org line C,Sweden,pl,Praveen,E_10,Queued,High,PROD802,2012/4/19 6:51,1-722674364
Org line C,Sweden,pl,Arun,E_10,Accepted,High,PROD802,2012/4/25 15:54,1-722674364
Org line C,Sweden,pl,Martin,C_6,Queued,High,PROD802,2012/4/25 15:58,1-722674364
Org line C,USA,pl,Stephen,C_6,Accepted,High,PROD802,2012/5/7 12:13,1-722674364
Org line A2,POLAND,pl,Krzysztof,A2_2,Queued,High,PROD802,2012/5/7 12:45,1-722674364
Org line A2,POLAND,pl,Maciej,A2_2,Accepted,High,PROD802,2012/5/7 14:26,1-722674364
Org line A2,POLAND,pl,Maciej,A2_2,Accepted,High,PROD802,2012/5/8 8:16,1-722674364
Org line A2,POLAND,pl,Maciej,A2_2,Completed,High,PROD802,2012/5/8 8:19,1-722674364
Org line C,Sweden,se,Daniel,C_3,Accepted,Medium,PROD325,2012/3/18 8:53,1-698842669
Org line C,Sweden,se,Daniel,C_3,Queued,Medium,PROD325,2012/3/18 9:12,1-698842669
Org line C,INDIA,se,Amar,C_3,Accepted,Medium,PROD325,2012/3/18 9:12,1-698842669
Org line C,INDIA,se,Amar,C_3,Accepted,Medium,PROD325,2012/3/18 9:14,1-698842669
Org line C,INDIA,se,Amar,C_3,Completed,Medium,PROD325,2012/3/18 9:14,1-698842669
Org line C,INDIA,se,Amar,C_3,Accepted,Medium,PROD325,2012/3/18 9:14,1-698842669
Org line C,INDIA,se,Amar,C_3,Completed,Medium,PROD325,2012/4/18 11:24,1-698842669
Org line A2,Sweden,se,Daniel,A2_3,Accepted,Major,PROD655,2010/4/12 17:14,1-366462246
Org line A2,Sweden,se,Daniel,A2_3,Accepted,Major,PROD655,2012/4/11 14:40,1-366462246
Org line A2,Sweden,se,Daniel,A2_3,Completed,Major,PROD655,2012/4/11 14:40,1-366462246
Org line C,Sweden,gb,Dag,C_3,Accepted,Medium,PROD348,2011/9/26 14:42,1-577685618
Org line C,Sweden,gb,Dag,C_3,Accepted,Medium,PROD348,2011/11/24 8:18,1-577685618
Org line C,Sweden,gb,Dag,C_3,Completed,Medium,PROD348,2012/2/15 11:39,1-577685618
Org line A2,Sweden,se,Agoritsa,A2_3,Accepted,Low,PROD484,2012/1/25 7:00,1-651922251
Org line A2,Sweden,se,Agoritsa,A2_3,Completed,Low,PROD484,2012/2/29 9:59,1-651922251
Org line C,INDIA,in,Pranesh,E_8,Accepted,Medium,PROD62,2012/4/3 9:24,1-707660543
Org line C,INDIA,in,Pranesh,E_8,Queued,Medium,PROD62,2012/4/3 9:25,1-707660543
Org line C,INDIA,in,MV,E_8,Accepted,Medium,PROD62,2012/4/3 9:51,1-707660543
Org line C,Sweden,in,G?ran,E_8,Accepted,Medium,PROD62,2012/4/3 9:51,1-707660543
Org line C,INDIA,in,Pratap,E_4,Queued,Medium,PROD62,2012/5/9 12:26,1-707660543
Org line C,Sweden,in,Kristoffer,E_4,Accepted,Medium,PROD62,2012/5/10 14:45,1-707660543
Org line C,Sweden,in,Kristoffer,E_4,Completed,Medium,PROD62,2012/5/10 14:45,1-707660543
Org line C,Sweden,se,?sa,C_6,Accepted,Medium,PROD660,2010/9/17 12:45,1-402612770
Org line C,Sweden,se,?sa,C_6,Queued,Medium,PROD660,2010/9/17 12:55,1-402612770
Org line C,Sweden,se,Jakob,C_6,Accepted,Medium,PROD660,2010/9/18 16:06,1-402612770
Org line C,Sweden,se,?sa,C_6,Accepted,Medium,PROD660,2010/9/20 19:02,1-402612770
Org line C,Sweden,se,Mattias,C_6,Accepted,Medium,PROD660,2010/9/21 9:31,1-402612770
Org line C,Sweden,se,Jonny,C_6,Accepted,Medium,PROD660,2011/10/3 7:16,1-402612770
Org line C,Sweden,se,Erik,C_6,Accepted,Medium,PROD660,2011/11/9 12:25,1-402612770
Org line C,Sweden,se,Erik,C_6,Accepted,Medium,PROD660,2011/11/17 8:06,1-402612770
Org line C,Sweden,se,Erik,C_6,Accepted,Medium,PROD660,2011/11/17 9:50,1-402612770
Org line C,Sweden,se,Erik,C_6,Completed,Medium,PROD660,2012/1/24 14:24,1-402612770
Org line V11,United Kingdom,gb,James,C_6,Accepted,High,PROD158,2011/3/31 10:47,1-511755003
Org line V11,United Kingdom,gb,James,C_6,Accepted,High,PROD158,2011/3/31 10:48,1-511755003
Org line V11,United Kingdom,gb,James,C_6,Accepted,High,PROD158,2012/4/24 13:11,1-511755003
Org line V11,United Kingdom,gb,James,C_6,Completed,High,PROD158,2012/4/24 13:13,1-511755003
Org line C,Sweden,se,Daniel,E_7,Accepted,High,PROD677,2011/11/3 17:45,1-601819090
Org line C,Sweden,se,Daniel,E_7,Accepted,High,PROD677,2012/2/2 11:18,1-601819090
Org line C,INDIA,se,Rajesh Kumar,E_7,Accepted,High,PROD677,2012/2/2 11:18,1-601819090
Org line C,Sweden,se,Andres,E_7,Accepted,High,PROD677,2012/3/8 12:58,1-601819090
Org line C,Sweden,se,Andres,E_7,Completed,High,PROD677,2012/3/8 12:58,1-601819090
Org line A2,Sweden,se,Britt,A2_1,Accepted,Low,PROD350,2011/12/19 2:13,1-625459293
Org line A2,Sweden,se,Britt,A2_1,Queued,Low,PROD350,2011/12/19 2:14,1-625459293
Org line A2,Sweden,se,Britt,A2_1,Accepted,Low,PROD350,2012/1/5 13:08,1-625459293
Org line A2,Sweden,se,Britt,A2_1,Accepted,Low,PROD350,2012/1/5 13:25,1-625459293
Org line A2,Sweden,se,Britt,A2_1,Completed,Low,PROD350,2012/1/19 15:33,1-625459293
Org line C,Sweden,us,J?rgen,E_4,Accepted,High,PROD348,2012/3/5 15:28,1-693357728
Org line C,Sweden,us,J?rgen,E_4,Completed,High,PROD348,2012/3/29 13:12,1-693357728
Org line A2,Belgium,be,Patricia,A2_4,Accepted,Medium,PROD636,2012/4/5 13:34,1-709663551
Org line A2,Belgium,be,Patricia,A2_4,Accepted,Medium,PROD636,2012/4/13 7:30,1-709663551
Org line A2,Belgium,be,Patricia,A2_4,Accepted,Medium,PROD636,2012/4/13 7:31,1-709663551
Org line A2,Belgium,be,Patricia,A2_4,Accepted,Medium,PROD636,2012/4/13 8:14,1-709663551
Org line C,Belgium,be,Patricia,E_1,Queued,Medium,PROD636,2012/4/13 8:15,1-709663551
Org line C,POLAND,be,Mariusz,E_1,Accepted,Medium,PROD636,2012/4/13 8:15,1-709663551
Org line C,POLAND,be,Mariusz,E_1,Accepted,Medium,PROD636,2012/4/13 8:23,1-709663551
Org line C,POLAND,be,Mariusz,E_1,Completed,Medium,PROD636,2012/4/13 8:24,1-709663551
Org line G3,USA,us,Carolyn,E_1,Accepted,Medium,PROD97,2011/7/12 8:39,1-540723633
Org line G3,USA,us,Carolyn,E_1,Queued,Medium,PROD97,2011/7/12 8:43,1-540723633
Org line G3,Sweden,us,Padmanabha,E_1,Accepted,Medium,PROD97,2011/7/12 9:47,1-540723633
Org line G3,USA,us,Carolyn,E_1,Accepted,Medium,PROD97,2011/7/12 9:47,1-540723633
Org line G3,POLAND,us,Ewa,E_1,Accepted,Medium,PROD97,2012/1/31 7:29,1-540723633
Org line G3,POLAND,us,Ewa,E_1,Completed,Medium,PROD97,2012/1/31 7:47,1-540723633
Org line G4,Sweden,se,Per,A2_2,Accepted,High,PROD374,2011/2/4 13:21,1-479002951
Org line G4,Sweden,se,Per,A2_2,Accepted,High,PROD374,2011/3/13 12:11,1-479002951
Org line G4,Sweden,se,Per,A2_2,Completed,High,PROD374,2012/2/29 13:27,1-479002951
Org line C,INDIA,in,Mahesh,E_8,Accepted,Medium,PROD62,2012/3/8 10:24,1-694828073
Org line C,INDIA,in,Mahesh,E_8,Queued,Medium,PROD62,2012/3/8 10:27,1-694828073
Org line C,Sweden,in,Radha,E_8,Accepted,Medium,PROD62,2012/3/16 8:43,1-694828073
Org line C,INDIA,in,MV,E_8,Accepted,Medium,PROD62,2012/3/16 8:44,1-694828073
Org line C,INDIA,in,Nagaraj,E_8,Accepted,Medium,PROD62,2012/3/20 7:39,1-694828073
Org line C,INDIA,in,Nagaraj,E_8,Accepted,Medium,PROD62,2012/3/22 10:22,1-694828073
Org line C,INDIA,in,MV,E_8,Accepted,Medium,PROD62,2012/3/28 10:57,1-694828073
Org line C,INDIA,in,Mahesh,E_8,Queued,Medium,PROD62,2012/3/28 11:00,1-694828073
Org line C,INDIA,in,MV,E_8,Accepted,Medium,PROD62,2012/3/28 11:00,1-694828073
Org line C,INDIA,in,Mahesh,E_8,Accepted,Medium,PROD62,2012/3/28 11:01,1-694828073
Org line C,INDIA,in,MV,E_8,Accepted,Medium,PROD62,2012/3/28 11:01,1-694828073
Org line C,Sweden,in,G?ran,E_8,Accepted,Medium,PROD62,2012/3/28 11:03,1-694828073
Org line C,INDIA,in,Pratap,E_4,Queued,Medium,PROD62,2012/5/9 12:22,1-694828073
Org line C,INDIA,in,Pratap,E_4,Accepted,Medium,PROD62,2012/5/9 16:42,1-694828073
Org line C,Sweden,in,Kristoffer,E_4,Accepted,Medium,PROD62,2012/5/10 14:43,1-694828073
Org line C,Sweden,in,Kristoffer,E_4,Completed,Medium,PROD62,2012/5/10 14:44,1-694828073
Org line G3,USA,us,Carolyn,A2_4,Accepted,Medium,PROD98,2011/3/31 11:51,1-511787661
Org line G3,USA,us,Carolyn,A2_4,Queued,Medium,PROD98,2011/3/31 11:52,1-511787661
Org line G3,Sweden,us,Santhosh,A2_4,Accepted,Medium,PROD98,2011/3/31 13:35,1-511787661
Org line G3,USA,us,Carolyn,A2_4,Accepted,Medium,PROD98,2011/3/31 13:36,1-511787661
Org line G3,POLAND,us,Ewa,A2_4,Accepted,Medium,PROD98,2012/2/6 20:18,1-511787661
Org line G3,POLAND,us,Ewa,A2_4,Completed,Medium,PROD98,2012/2/6 20:19,1-511787661
Org line A2,POLAND,pl,Miroslaw,A2_1,Accepted,Medium,PROD756,2012/4/19 12:31,1-726808501
Org line A2,POLAND,pl,Miroslaw,A2_1,Completed,Medium,PROD756,2012/5/23 14:56,1-726808501
Org line G4,Sweden,se,Helene,A2_1,Accepted,Medium,PROD409,2010/11/24 10:46,1-423724447
Org line G4,Sweden,se,Helene,A2_1,Completed,Medium,PROD409,2012/1/16 14:16,1-423724447
Org line C,USA,in,Robert,E_4,Queued,Major,PROD794,2012/5/8 9:54,1-742216614
Org line C,INDIA,in,Bhim,E_5,Accepted,Major,PROD794,2012/5/8 11:07,1-742216614
Org line C,INDIA,in,Bhim,E_5,Completed,Major,PROD794,2012/5/8 11:11,1-742216614
Org line G3,USA,us,Carolyn,E_5,Accepted,Medium,PROD97,2010/8/20 14:36,1-393413330
Org line G3,USA,us,Carolyn,E_5,Queued,Medium,PROD97,2010/8/20 14:39,1-393413330
Org line G3,Sweden,us,Kannan,E_5,Accepted,Medium,PROD97,2010/8/20 14:58,1-393413330
Org line G3,USA,us,Carolyn,E_5,Accepted,Medium,PROD97,2010/8/20 14:58,1-393413330
Org line G3,POLAND,us,Ewa,E_5,Accepted,Medium,PROD97,2012/2/4 9:49,1-393413330
Org line G3,POLAND,us,Ewa,E_5,Completed,Medium,PROD97,2012/2/4 9:50,1-393413330
Org line G4,Sweden,se,Samira,E_5,Accepted,Medium,PROD448,2012/2/16 10:22,1-678626550
Org line G4,Sweden,se,Samira,E_5,Accepted,Medium,PROD448,2012/5/2 10:00,1-678626550
Org line G4,Sweden,se,Samira,E_5,Completed,Medium,PROD448,2012/5/2 10:03,1-678626550
Org line C,INDIA,in,Sarath,E_4,Accepted,Low,PROD455,2012/2/20 6:40,1-683064635
Org line C,INDIA,in,Sarath,E_4,Completed,Low,PROD455,2012/3/29 13:16,1-683064635
Org line A2,Sweden,us,Daniel Alf,A2_4,Accepted,Low,PROD546,2012/1/10 9:28,1-637716645
Org line A2,Sweden,us,Daniel Alf,A2_4,Completed,Low,PROD546,2012/1/20 9:10,1-637716645
Org line G3,USA,us,Carolyn,A2_4,Accepted,Medium,PROD96,2010/5/24 12:32,1-375337251
Org line G3,USA,us,Carolyn,A2_4,Queued,Medium,PROD96,2010/5/24 12:44,1-375337251
Org line G3,Sweden,us,Naga,A2_4,Accepted,Medium,PROD96,2010/5/25 1:30,1-375337251
Org line G3,USA,us,Carolyn,A2_4,Accepted,Medium,PROD96,2010/5/25 1:33,1-375337251
Org line G3,POLAND,us,Ewa,A2_4,Accepted,Medium,PROD96,2012/2/3 7:42,1-375337251
Org line G3,POLAND,us,Ewa,A2_4,Completed,Medium,PROD96,2012/2/3 8:13,1-375337251
Org line C,Sweden,se,B?rje,C_1,Accepted,Medium,PROD153,2011/11/2 12:11,1-600663061
Org line C,Sweden,se,B?rje,C_1,Queued,Medium,PROD153,2011/11/2 12:11,1-600663061
Org line C,Sweden,se,B?rje,C_1,Accepted,Medium,PROD153,2011/11/9 12:36,1-600663061
Org line C,Sweden,se,B?rje,C_1,Completed,Medium,PROD153,2012/1/3 10:03,1-600663061
Org line A2,Sweden,se,Stefan,A2_3,Accepted,Medium,PROD372,2011/11/30 15:12,1-618283927
Org line A2,Sweden,se,Stefan,A2_3,Accepted,Medium,PROD372,2012/2/6 14:19,1-618283927
Org line A2,Sweden,se,Stefan,A2_3,Completed,Medium,PROD372,2012/2/6 14:21,1-618283927
Org line A2,Sweden,se,Kjell,A2_3,Accepted,Low,PROD680,2011/10/3 11:33,1-580296643
Org line A2,Sweden,se,Kjell,A2_3,Accepted,Low,PROD680,2011/10/3 11:34,1-580296643
Org line A2,Sweden,se,Ingemar,A2_3,Accepted,Low,PROD680,2012/1/10 11:56,1-580296643
Org line A2,Sweden,se,Ingemar,A2_3,Completed,Low,PROD680,2012/1/10 11:56,1-580296643
Org line C,Sweden,in,Stefan,A2_3,Accepted,High,PROD671,2011/11/8 18:21,1-604882241
Org line C,Sweden,in,Stefan,A2_3,Queued,High,PROD671,2011/11/8 18:30,1-604882241
Org line C,Sweden,in,Stefan,E_7,Accepted,High,PROD671,2011/11/11 6:58,1-604882241
Org line C,Sweden,in,Amir,E_7,Queued,High,PROD671,2011/11/11 7:02,1-604882241
Org line C,Sweden,in,Amir,E_7,Accepted,High,PROD671,2011/11/11 7:05,1-604882241
Org line C,Sweden,in,Stefan,E_7,Queued,High,PROD671,2012/1/4 15:45,1-604882241
Org line C,Sweden,in,Amir,E_7,Accepted,High,PROD671,2012/1/4 15:46,1-604882241
Org line C,Sweden,in,Amir,E_7,Completed,High,PROD671,2012/1/4 15:49,1-604882241
Org line C,Sweden,se,Henrik,E_6,Accepted,High,PROD289,2012/3/2 7:15,1-691767241
Org line C,Sweden,se,Henrik,E_6,Accepted,High,PROD289,2012/3/2 7:21,1-691767241
Org line C,Sweden,se,Henrik,E_6,Completed,High,PROD289,2012/5/9 15:57,1-691767241
Org line V2,Sweden,se,Pamela,E_6,Accepted,Medium,PROD60,2012/1/24 13:46,1-651206715
Org line V2,Sweden,se,Pamela,E_6,Completed,Medium,PROD60,2012/2/7 9:46,1-651206715
Org line A2,Sweden,se,Vikrant,A2_4,Accepted,Medium,PROD337,2011/12/22 12:59,1-628078553
Org line A2,Sweden,se,Vikrant,A2_4,Completed,Medium,PROD337,2012/4/19 15:42,1-628078553
Org line G4,Sweden,se,Marco,A2_4,Accepted,Medium,PROD412,2012/2/1 6:33,1-656868426
Org line G4,Sweden,se,Marco,A2_4,Accepted,Medium,PROD412,2012/2/1 6:34,1-656868426
Org line G4,Sweden,se,Marco,A2_4,Accepted,Medium,PROD412,2012/2/1 7:36,1-656868426
Org line G4,Sweden,se,Marco,A2_4,Completed,Medium,PROD412,2012/2/22 7:36,1-656868426
Org line C,Sweden,se,Christoffer,E_10,Accepted,Low,PROD399,2011/9/1 16:22,1-566101203
Org line C,Sweden,se,Christoffer,E_10,Completed,Low,PROD399,2012/2/1 11:59,1-566101203
Org line G3,POLAND,us,Ewa,E_7,Accepted,Medium,PROD97,2012/1/22 17:05,1-649302263
Org line G3,POLAND,us,Ewa,E_7,Completed,Medium,PROD97,2012/1/22 17:11,1-649302263
Org line C,France,fr,Olivier,C_6,Accepted,Major,PROD793,2011/12/17 11:18,1-625322174
Org line C,France,fr,Olivier,C_6,Queued,Major,PROD793,2011/12/17 11:19,1-625322174
Org line C,Belgium,fr,Tom,C_6,Accepted,Major,PROD793,2011/12/22 13:52,1-625322174
Org line C,Belgium,fr,Tom,C_6,Accepted,Major,PROD793,2011/12/22 13:52,1-625322174
Org line C,Belgium,fr,Tom,C_6,Completed,Major,PROD793,2012/4/16 12:55,1-625322174
Org line G3,POLAND,us,Ewa,C_6,Accepted,Medium,PROD96,2012/2/21 7:23,1-685018675
Org line G3,POLAND,us,Ewa,C_6,Completed,Medium,PROD96,2012/2/21 7:27,1-685018675
Org line A2,Sweden,se,Maria,A2_4,Accepted,Medium,PROD591,2012/4/23 13:24,1-729711756
Org line A2,Sweden,se,Maria,A2_4,Completed,Medium,PROD591,2012/5/9 15:27,1-729711756
Org line G3,POLAND,us,Ewa,E_4,Accepted,Medium,PROD96,2012/3/1 10:53,1-690896014
Org line G3,POLAND,us,Ewa,E_4,Completed,Medium,PROD96,2012/3/1 11:16,1-690896014
Org line G3,USA,us,Carolyn,A2_3,Accepted,Medium,PROD98,2010/10/13 13:25,1-408853759
Org line G3,USA,us,Carolyn,A2_3,Queued,Medium,PROD98,2010/10/13 13:27,1-408853759
Org line G3,Sweden,us,Kannan,A2_3,Accepted,Medium,PROD98,2010/10/13 14:07,1-408853759
Org line G3,USA,us,Carolyn,A2_3,Accepted,Medium,PROD98,2010/10/13 14:07,1-408853759
Org line G3,POLAND,us,Ewa,A2_3,Accepted,Medium,PROD98,2012/2/4 9:50,1-408853759
Org line G3,POLAND,us,Ewa,A2_3,Completed,Medium,PROD98,2012/2/4 9:53,1-408853759
Org line C,Sweden,se,Ulf,V3_3,Accepted,Major,PROD221,2012/3/22 11:38,1-701042928
Org line C,Sweden,se,Ulf,V3_3,Completed,Major,PROD221,2012/4/15 11:58,1-701042928
Org line C,INDIA,in,Santosh,E_8,Accepted,Major,PROD474,2012/3/26 10:06,1-702378632
Org line C,INDIA,in,Santosh,E_8,Completed,Major,PROD474,2012/5/9 11:53,1-702378632
Org line A2,Sweden,fr,Akanksha,A2_2,Queued,Medium,PROD424,2012/3/27 17:50,1-703242211
Org line V4,France,fr,Jerome,A2_2,Accepted,Medium,PROD424,2012/3/29 10:17,1-703242211
