org:group,resource country,organization country,resource,org:role,activity,impact,product,timestamp,case
Org line A2,Sweden,se,Tomas,A2_2,Queued,Medium,PROD681,2010/8/25 9:04:56,1-360072755
Org line A2,Sweden,se,Tomas,A2_2,Accepted,Medium,PROD681,2011/9/3 5:49:00,1-360072755
Org line A2,Sweden,se,Niklas,A2_2,Accepted,Medium,PROD681,2011/11/14 15:10:03,1-360072755
Org line A2,Sweden,se,Niklas,A2_2,Accepted,Medium,PROD681,2012/1/12 8:23:04,1-360072755
Org line F,Sweden,se,Martin,A2_2,Accepted,Medium,PROD681,2012/3/8 9:22:52,1-360072755
Org line F,Sweden,se,Martin,A2_2,Completed,Medium,PROD681,2012/3/8 9:24:51,1-360072755
Org line C,INDIA,in,Anup,E_8,Accepted,High,PROD597,2011/11/7 10:57:05,1-603798757
Org line C,INDIA,in,Anup,E_8,Completed,High,PROD597,2012/5/23 11:07:40,1-603798757
Org line A2,Sweden,se,Håkan,A2_4,Accepted,Medium,PROD163,2011/10/12 9:32:41,1-585459725
Org line A2,Sweden,se,Håkan,A2_4,Accepted,Medium,PROD163,2011/10/12 9:47:12,1-585459725
Org line A2,Sweden,se,Mattias,A2_4,Accepted,Medium,PROD163,2012/1/19 12:51:59,1-585459725
Org line A2,Sweden,se,Mattias,A2_4,Accepted,Medium,PROD163,2012/5/4 16:17:46,1-585459725
Org line A2,Sweden,se,Mattias,A2_4,Accepted,Medium,PROD163,2012/5/4 16:18:01,1-585459725
Org line A2,Sweden,se,Mattias,A2_4,Completed,Medium,PROD163,2012/5/10 7:55:09,1-585459725
Org line C,Sweden,in,Anurag,E_10,Accepted,Major,PROD154,2012/5/28 13:36:41,1-751002678
Org line C,Sweden,in,Anurag,E_10,Completed,Major,PROD154,2012/5/28 13:52:22,1-751002678
Org line G4,Sweden,se,Ing-Marie,E_10,Accepted,Medium,PROD821,2010/10/8 15:16:15,1-407876996
Org line G4,Sweden,se,Ing-Marie,E_10,Queued,Medium,PROD821,2010/10/8 15:19:28,1-407876996
Org line G4,Sweden,se,Suresh,E_10,Accepted,Medium,PROD821,2012/1/26 13:06:44,1-407876996
Org line G4,Sweden,se,Suresh,E_10,Completed,Medium,PROD821,2012/1/26 13:06:48,1-407876996
Org line A2,Sweden,se,Hannele,A2_3,Accepted,Low,PROD750,2012/3/27 14:31:37,1-703445951
Org line A2,Sweden,se,Hannele,A2_3,Accepted,Low,PROD750,2012/3/30 11:31:38,1-703445951
Org line A2,Sweden,se,Hannele,A2_3,Completed,Low,PROD750,2012/4/17 8:52:33,1-703445951
Org line C,INDIA,in,Amar,E_4,Accepted,Low,PROD325,2012/2/1 12:50:00,1-657163590
Org line C,INDIA,in,Amar,E_4,Accepted,Low,PROD325,2012/2/1 12:51:44,1-657163590
Org line C,INDIA,in,Amar,E_4,Completed,Low,PROD325,2012/3/13 19:08:32,1-657163590
Org line A2,Sweden,cn,Tomas,A2_2,Accepted,Low,PROD753,2011/8/8 6:08:01,1-545738536
Org line A2,Sweden,cn,Tomas,A2_2,Accepted,Low,PROD753,2011/8/8 6:12:59,1-545738536
Org line A2,Sweden,cn,Tomas,A2_2,Accepted,Low,PROD753,2011/9/1 21:51:36,1-545738536
Org line A2,China,cn,Carrie,A2_2,Accepted,Low,PROD753,2012/1/18 6:45:42,1-545738536
Org line A2,China,cn,Carrie,A2_2,Completed,Low,PROD753,2012/1/18 6:46:41,1-545738536
Org line C,Sweden,se,Ahmad,E_1,Accepted,High,PROD153,2012/2/29 12:11:36,1-690190570
Org line C,Sweden,se,Ahmad,E_1,Accepted,High,PROD153,2012/3/14 15:20:08,1-690190570
Org line C,Sweden,se,Ahmad,E_1,Completed,High,PROD153,2012/4/30 14:26:59,1-690190570
Org line G4,Sweden,in,Ing-Marie,E_1,Accepted,Major,PROD597,2011/9/27 2:53:16,1-577996886
Org line G4,Sweden,in,Ing-Marie,E_1,Queued,Major,PROD597,2011/10/6 11:46:24,1-577996886
Org line A2,POLAND,in,Jaroslaw,D_1,Queued,Major,PROD597,2011/10/12 16:10:26,1-577996886
Org line G4,Sweden,in,Ing-Marie,D_1,Queued,Major,PROD597,2011/10/18 14:00:00,1-577996886
Org line C,Belgium,in,Peter,E_1,Queued,Major,PROD597,2011/12/16 17:27:10,1-577996886
Org line C,Belgium,in,Peter,C_1,Queued,Major,PROD597,2012/1/17 14:31:59,1-577996886
Org line C,Sweden,in,Linda,C_1,Accepted,Major,PROD597,2012/1/17 14:32:49,1-577996886
Org line C,Sweden,in,Linda,C_1,Accepted,Major,PROD597,2012/1/17 14:34:31,1-577996886
Org line C,INDIA,in,Vinay,E_8,Queued,Major,PROD597,2012/3/2 11:22:43,1-577996886
Org line C,INDIA,in,Vinay,E_8,Accepted,Major,PROD597,2012/5/23 10:41:24,1-577996886
Org line C,INDIA,in,Anup,E_8,Accepted,Major,PROD597,2012/5/23 11:26:26,1-577996886
Org line C,INDIA,in,Anup,E_8,Completed,Major,PROD597,2012/5/23 11:26:40,1-577996886
Org line C,Sweden,se,Christer,C_6,Accepted,Major,PROD805,2012/3/19 8:22:37,1-699010040
Org line C,Sweden,se,Christer,C_6,Completed,Major,PROD805,2012/5/23 8:55:42,1-699010040
Org line A2,Sweden,se,Mikael,A2_4,Accepted,Medium,PROD563,2011/5/6 10:18:49,1-523637826
Org line A2,Sweden,se,Mikael,A2_4,Completed,Medium,PROD563,2012/2/29 13:40:19,1-523637826
Org line G4,Sweden,se,Håkan,D_1,Accepted,Medium,PROD374,2011/10/20 12:39:33,1-591301260
Org line G4,Sweden,se,Håkan,D_1,Completed,Medium,PROD374,2012/3/13 12:19:08,1-591301260
Org line A2,Sweden,se,Kristina,A2_3,Accepted,Medium,PROD231,2012/3/7 13:24:22,1-694420679
Org line A2,Sweden,se,Kristina,A2_3,Completed,Medium,PROD231,2012/4/11 12:36:11,1-694420679
Org line A2,Sweden,se,Ann,A2_3,Accepted,Medium,PROD40,2012/1/9 8:07:32,1-636867758
Org line A2,Sweden,se,Ann,A2_3,Completed,Medium,PROD40,2012/3/30 11:14:54,1-636867758
Org line V2,Sweden,se,Kerstin,A2_4,Accepted,Medium,PROD631,2009/9/21 12:13:43,1-322980802
Org line V2,Sweden,se,Kerstin,A2_4,Completed,Medium,PROD631,2012/2/7 12:22:11,1-322980802
Org line A2,United Kingdom,gb,Andrew,A2_1,Accepted,Medium,PROD236,2012/1/19 16:14:34,1-648105181
Org line A2,United Kingdom,gb,Andrew,A2_1,Accepted,Medium,PROD236,2012/5/4 15:03:03,1-648105181
Org line A2,United Kingdom,gb,Andrew,A2_1,Completed,Medium,PROD236,2012/5/4 15:05:30,1-648105181
Org line A2,Sweden,cn,Tomas,A2_2,Accepted,Medium,PROD753,2010/2/16 10:04:37,1-354376900
Org line A2,Sweden,cn,Tomas,A2_2,Accepted,Medium,PROD753,2011/9/1 22:16:15,1-354376900
Org line A2,China,cn,Carrie,A2_2,Accepted,Medium,PROD753,2012/2/1 9:16:03,1-354376900
Org line A2,China,cn,Carrie,A2_2,Completed,Medium,PROD753,2012/2/1 9:16:53,1-354376900
Org line A2,Sweden,in,Akanksha,A2_2,Accepted,Medium,PROD424,2012/3/21 13:35:02,1-700498223
Org line A2,Sweden,in,Akanksha,A2_2,Queued,Medium,PROD424,2012/3/21 14:00:56,1-700498223
Org line A2,Sweden,in,Akanksha,A2_2,Accepted,Medium,PROD424,2012/3/30 9:49:24,1-700498223
Org line A2,Sweden,in,Anil,A2_2,Accepted,Medium,PROD424,2012/3/30 10:00:48,1-700498223
Org line B,INDIA,in,Srinivasan,E_10,Queued,Medium,PROD424,2012/3/30 10:06:50,1-700498223
Org line B,INDIA,in,Rijin,E_10,Accepted,Medium,PROD424,2012/3/30 10:10:35,1-700498223
Org line A2,Sweden,in,Akanksha,A2_2,Queued,Medium,PROD424,2012/4/3 8:06:39,1-700498223
Org line A2,Sweden,in,Anil,A2_2,Accepted,Medium,PROD424,2012/4/12 7:19:39,1-700498223
Org line A2,Sweden,in,Linda,A2_2,Queued,Medium,PROD424,2012/4/12 7:24:34,1-700498223
Org line A2,Sweden,in,Linda,A2_2,Accepted,Medium,PROD424,2012/4/13 7:22:17,1-700498223
Org line A2,Sweden,in,Mikael,A2_2,Accepted,Medium,PROD424,2012/4/13 7:23:09,1-700498223
Org line B,INDIA,in,Srinivasan,E_10,Queued,Medium,PROD424,2012/4/16 15:30:31,1-700498223
Org line B,INDIA,in,Rijin,E_10,Accepted,Medium,PROD424,2012/4/16 15:46:31,1-700498223
Org line A2,Sweden,in,Mikael,A2_2,Accepted,Medium,PROD424,2012/4/20 7:01:18,1-700498223
Org line B,INDIA,in,Srinivasan,E_10,Queued,Medium,PROD424,2012/4/20 7:03:26,1-700498223
Org line B,INDIA,in,Rijin,E_10,Accepted,Medium,PROD424,2012/4/20 8:00:46,1-700498223
Org line B,INDIA,in,Rijin,E_10,Accepted,Medium,PROD424,2012/4/20 9:05:03,1-700498223
Org line B,INDIA,in,Rijin,E_10,Accepted,Medium,PROD424,2012/4/25 13:38:30,1-700498223
Org line B,INDIA,in,Rijin,E_10,Completed,Medium,PROD424,2012/4/25 13:54:28,1-700498223
Org line V2,Sweden,0,Lena,E_10,Accepted,Medium,PROD498,2011/8/24 7:51:26,1-561068081
Org line V2,Sweden,0,Lena,E_10,Completed,Medium,PROD498,2012/3/29 9:12:48,1-561068081
Org line V11,United Kingdom,gb,Christopher,E_10,Accepted,Medium,PROD158,2012/3/2 17:15:04,1-692055495
Org line V11,United Kingdom,gb,Christopher,E_10,Queued,Medium,PROD158,2012/3/2 17:20:46,1-692055495
Org line C,United Kingdom,gb,Ralph,V3_3,Accepted,Medium,PROD158,2012/4/17 16:35:41,1-692055495
Org line C,United Kingdom,gb,Ralph,V3_3,Completed,Medium,PROD158,2012/4/19 9:31:58,1-692055495
Org line G3,USA,us,Carolyn,V3_3,Accepted,Medium,PROD97,2011/9/23 17:29:57,1-577396354
Org line G3,USA,us,Carolyn,V3_3,Queued,Medium,PROD97,2011/9/23 17:33:50,1-577396354
Org line G3,Sweden,us,SV,V3_3,Accepted,Medium,PROD97,2011/9/23 17:43:44,1-577396354
Org line G3,USA,us,Carolyn,V3_3,Accepted,Medium,PROD97,2011/9/23 17:44:15,1-577396354
Org line G3,POLAND,us,Ewa,V3_3,Accepted,Medium,PROD97,2012/2/6 19:50:03,1-577396354
Org line G3,POLAND,us,Ewa,V3_3,Completed,Medium,PROD97,2012/2/6 19:52:13,1-577396354
Org line G4,Sweden,se,Ing-Marie,V3_3,Queued,Major,PROD798,2010/12/28 1:59:29,1-433710534
Org line A2,Korea,se,Minhwan,D_1,Queued,Major,PROD798,2011/2/3 9:30:57,1-433710534
Org line A2,Korea,se,Jinhyo,D_1,Accepted,Major,PROD798,2011/3/10 23:58:59,1-433710534
Org line G4,Sweden,se,Ing-Marie,D_1,Queued,Major,PROD798,2011/6/24 1:20:44,1-433710534
Org line G4,Sweden,se,Veeraraghavendra,D_1,Accepted,Major,PROD798,2011/6/24 3:49:18,1-433710534
Org line G4,Sweden,se,Veeraraghavendra,D_1,Completed,Major,PROD798,2012/2/1 11:28:56,1-433710534
Org line A2,USA,se,Alan,A2_2,Accepted,Low,PROD378,2012/2/8 14:05:26,1-660908181
Org line A2,USA,se,Alan,A2_2,Completed,Low,PROD378,2012/4/11 14:01:25,1-660908181
Org line A2,United Kingdom,gb,Ian,A2_1,Accepted,Medium,PROD236,2011/6/17 7:24:42,1-534493180
Org line A2,United Kingdom,gb,Ian,A2_1,Accepted,Medium,PROD236,2011/6/17 7:25:34,1-534493180
Org line A2,United Kingdom,gb,Paul,A2_1,Accepted,Medium,PROD236,2011/8/16 13:28:48,1-534493180
Org line A2,United Kingdom,gb,Paul,A2_1,Accepted,Medium,PROD236,2011/8/18 16:25:53,1-534493180
Org line A2,United Kingdom,gb,Paul,A2_1,Completed,Medium,PROD236,2012/2/15 11:52:00,1-534493180
Org line C,Sweden,be,Linda,E_1,Accepted,Medium,PROD795,2011/8/9 7:34:14,1-546272906
Org line C,Sweden,be,Linda,E_1,Accepted,Medium,PROD795,2011/8/9 7:40:29,1-546272906
Org line C,Sweden,be,Linda,E_1,Accepted,Medium,PROD795,2011/8/16 9:46:16,1-546272906
Org line C,Sweden,be,Linda,E_1,Accepted,Medium,PROD795,2011/8/30 12:43:01,1-546272906
Org line C,Sweden,be,Linda,E_1,Completed,Medium,PROD795,2012/1/10 7:55:39,1-546272906
Org line A2,Belgium,be,Marijn,A2_4,Accepted,Medium,PROD765,2012/4/2 9:50:09,1-707025161
Org line A2,Belgium,be,Marijn,A2_4,Accepted,Medium,PROD765,2012/4/6 13:10:37,1-707025161
Org line A2,Belgium,be,Marijn,A2_4,Completed,Medium,PROD765,2012/4/6 13:11:52,1-707025161
Org line C,Sweden,in,Rohit,E_10,Accepted,Medium,PROD802,2012/4/25 16:18:15,1-732357301
Org line C,Sweden,in,Rohit,E_10,Accepted,Medium,PROD802,2012/4/25 16:59:52,1-732357301
Org line C,Sweden,in,Rohit,E_10,Accepted,Medium,PROD802,2012/5/14 11:05:13,1-732357301
Org line C,Sweden,in,Rohit,E_10,Completed,Medium,PROD802,2012/5/14 12:27:02,1-732357301
Org line C,Sweden,se,Joakim,C_6,Accepted,High,PROD154,2011/11/24 6:34:09,1-615905511
Org line C,Sweden,se,Joakim,C_6,Accepted,High,PROD154,2012/2/7 14:03:51,1-615905511
Org line C,Sweden,se,Joakim,C_6,Completed,High,PROD154,2012/4/25 14:00:33,1-615905511
Org line A2,Sweden,se,Anders,A2_2,Accepted,Medium,PROD246,2010/1/27 12:58:09,1-349857482
Org line A2,Sweden,se,Anders,A2_2,Completed,Medium,PROD246,2012/2/29 11:20:13,1-349857482
Org line C,Sweden,se,Anders,E_6,Accepted,Low,PROD802,2011/12/27 6:53:22,1-629642635
Org line C,Sweden,se,Anders,E_6,Accepted,Low,PROD802,2011/12/27 6:58:58,1-629642635
Org line C,Sweden,se,Anders,E_6,Accepted,Low,PROD802,2012/2/1 9:14:07,1-629642635
Org line C,Sweden,se,Anders,E_6,Accepted,Low,PROD802,2012/3/20 13:29:41,1-629642635
Org line C,Sweden,se,Anders,E_6,Completed,Low,PROD802,2012/3/20 13:30:25,1-629642635
Org line A2,Sweden,se,Jüri,A2_1,Accepted,Medium,PROD541,2009/12/22 8:09:31,1-340984229
Org line A2,Sweden,se,Jüri,A2_1,Unmatched,Medium,PROD541,2009/12/22 8:25:22,1-340984229
Org line A2,Sweden,se,Jüri,A2_1,Completed,Medium,PROD541,2012/2/1 11:38:06,1-340984229
Org line C,Sweden,us,Henrik,E_3,Accepted,Medium,PROD151,2011/12/19 16:02:25,1-626212681
Org line C,Sweden,us,Henrik,E_3,Accepted,Medium,PROD151,2012/1/4 10:26:26,1-626212681
Org line C,Sweden,us,Henrik,E_3,Accepted,Medium,PROD151,2012/2/20 9:32:17,1-626212681
Org line C,Sweden,us,Henrik,E_3,Completed,Medium,PROD151,2012/2/20 9:35:33,1-626212681
Org line A2,Sweden,cn,Tomas,A2_2,Accepted,Low,PROD753,2010/9/16 14:39:32,1-402328919
Org line A2,Sweden,cn,Tomas,A2_2,Completed,Low,PROD753,2012/5/29 8:32:02,1-402328919
Org line A2,Sweden,se,Agneta,A2_3,Accepted,Medium,PROD831,2012/2/13 13:57:35,1-672740630
Org line A2,Sweden,se,Agneta,A2_3,Accepted,Medium,PROD831,2012/2/13 13:58:23,1-672740630
Org line A2,Sweden,se,Agneta,A2_3,Completed,Medium,PROD831,2012/3/5 14:02:28,1-672740630
Org line C,Sweden,se,Gitt,E_2,Accepted,Medium,PROD327,2012/4/12 13:35:00,1-717222893
Org line C,Sweden,se,Gitt,E_2,Queued,Medium,PROD327,2012/4/12 13:40:06,1-717222893
Org line C,Sweden,se,Alexander,E_2,Accepted,Medium,PROD327,2012/4/13 14:10:52,1-717222893
Org line C,Sweden,se,Alexander,E_2,Completed,Medium,PROD327,2012/4/13 14:13:44,1-717222893
Org line C,France,fr,Joseph,C_6,Accepted,Low,PROD646,2011/9/29 10:51:21,1-579078207
Org line C,France,fr,Joseph,C_6,Accepted,Low,PROD646,2012/1/4 12:34:34,1-579078207
Org line C,France,fr,Joseph,C_6,Completed,Low,PROD646,2012/2/29 13:47:56,1-579078207
Org line G4,Sweden,se,Samira,C_6,Accepted,High,PROD448,2011/10/11 13:38:52,1-584776062
Org line G4,Sweden,se,Samira,C_6,Accepted,High,PROD448,2011/12/9 9:26:24,1-584776062
Org line G4,Sweden,se,Samira,C_6,Completed,High,PROD448,2012/2/15 16:20:49,1-584776062
Org line G3,USA,us,Carolyn,C_6,Accepted,Medium,PROD97,2011/9/13 10:41:35,1-573639367
Org line G3,USA,us,Carolyn,C_6,Queued,Medium,PROD97,2011/9/13 10:56:49,1-573639367
Org line G3,Sweden,us,SV,C_6,Accepted,Medium,PROD97,2011/9/13 11:10:06,1-573639367
Org line G3,USA,us,Carolyn,C_6,Accepted,Medium,PROD97,2011/9/13 11:10:19,1-573639367
Org line G3,POLAND,us,Ewa,C_6,Accepted,Medium,PROD97,2012/2/6 16:06:58,1-573639367
Org line G3,POLAND,us,Ewa,C_6,Completed,Medium,PROD97,2012/2/6 16:08:27,1-573639367
Org line A2,Sweden,se,Dusan,A2_3,Accepted,Major,PROD617,2012/3/1 22:45:27,1-691146566
Org line A2,Sweden,se,Dusan,A2_3,Completed,Major,PROD617,2012/4/26 14:59:04,1-691146566
Org line F,Sweden,se,Peder,V3_3,Accepted,Major,PROD186,2012/5/28 13:53:36,1-751006831
Org line F,Sweden,se,Peder,V3_3,Completed,Major,PROD186,2012/5/31 15:16:14,1-751006831
Org line F,Sweden,se,Peder,V3_3,Accepted,Major,PROD186,2012/5/31 21:44:52,1-751006831
Org line F,Sweden,se,Peder,V3_3,Completed,Major,PROD186,2012/5/31 21:48:05,1-751006831
Org line F,Sweden,se,Peder,V3_3,Accepted,Major,PROD186,2012/5/31 21:48:15,1-751006831
Org line C,Sweden,se,Ulrik,E_6,Accepted,Major,PROD186,2012/5/31 21:49:03,1-751006831
Org line C,Sweden,se,Peder,E_6,Accepted,Major,PROD186,2012/5/31 21:49:04,1-751006831
Org line C,Sweden,se,Peder,E_6,Completed,Major,PROD186,2012/5/31 21:49:06,1-751006831
Org line A2,POLAND,pl,Tomasz,D_1,Accepted,High,PROD784,2012/2/29 14:00:11,1-690419865
Org line A2,POLAND,pl,Tomasz,D_1,Accepted,High,PROD784,2012/3/12 14:43:18,1-690419865
Org line A2,POLAND,pl,Tomasz,D_1,Completed,High,PROD784,2012/3/27 11:33:54,1-690419865
Org line C,Sweden,in,Jonas,E_8,Accepted,Medium,PROD756,2011/6/7 21:21:06,1-531872604
Org line C,Sweden,in,Jonas,E_8,Accepted,Medium,PROD756,2011/6/8 11:12:31,1-531872604
Org line C,Sweden,in,Jonas,E_8,Queued,Medium,PROD756,2011/6/30 8:19:59,1-531872604
Org line C,INDIA,in,Karthick,E_8,Accepted,Medium,PROD756,2011/11/21 10:58:02,1-531872604
Org line C,INDIA,in,Pradeesh,E_8,Accepted,Medium,PROD756,2011/11/21 10:58:40,1-531872604
Org line C,INDIA,in,Karthick,E_8,Accepted,Medium,PROD756,2011/11/21 14:00:09,1-531872604
Org line C,Sweden,in,Karthick,E_8,Accepted,Medium,PROD756,2012/1/4 11:27:59,1-531872604
Org line C,Sweden,in,Karthick,E_8,Accepted,Medium,PROD756,2012/1/4 11:28:00,1-531872604
Org line C,Sweden,in,Karthick,E_8,Completed,Medium,PROD756,2012/1/6 14:35:57,1-531872604
Org line G3,USA,us,Carolyn,E_8,Accepted,Medium,PROD96,2011/4/27 12:24:33,1-521122392
Org line G3,USA,us,Carolyn,E_8,Queued,Medium,PROD96,2011/4/27 12:31:57,1-521122392
Org line G3,Sweden,us,Padmanabha,E_8,Accepted,Medium,PROD96,2011/4/27 12:55:20,1-521122392
Org line G3,USA,us,Carolyn,E_8,Accepted,Medium,PROD96,2011/4/27 12:55:30,1-521122392
Org line G3,POLAND,us,Ewa,E_8,Accepted,Medium,PROD96,2012/2/6 20:25:14,1-521122392
Org line G3,POLAND,us,Ewa,E_8,Completed,Medium,PROD96,2012/2/6 20:28:23,1-521122392
Org line C,Sweden,se,Mikael,C_6,Accepted,Medium,PROD154,2011/12/9 7:13:39,1-621322866
Org line C,Sweden,se,Mikael,C_6,Completed,Medium,PROD154,2012/1/17 13:00:57,1-621322866
Org line C,Sweden,se,Inger,C_3,Accepted,Medium,PROD325,2012/4/9 6:37:33,1-712856449
Org line C,Sweden,se,Inger,C_3,Queued,Medium,PROD325,2012/4/9 6:39:47,1-712856449
Org line C,INDIA,se,Amar,C_3,Accepted,Medium,PROD325,2012/4/9 7:02:57,1-712856449
Org line C,INDIA,se,Amar,C_3,Completed,Medium,PROD325,2012/4/16 9:59:43,1-712856449
Org line A2,Sweden,se,Ulrika,A2_3,Accepted,High,PROD539,2011/1/20 10:53:13,1-442885842
Org line A2,Sweden,se,Ulrika,A2_3,Queued,High,PROD539,2011/1/20 14:54:48,1-442885842
Org line A2,Sweden,se,Johan,A2_3,Accepted,High,PROD539,2011/1/21 13:02:48,1-442885842
Org line G4,Sweden,se,Viktoria,A2_3,Accepted,High,PROD539,2011/1/25 9:37:56,1-442885842
Org line A2,Sweden,se,Ulrika,A2_3,Queued,High,PROD539,2011/1/27 15:38:51,1-442885842
Org line A2,Sweden,se,Daniel,A2_3,Accepted,High,PROD539,2012/4/11 14:42:15,1-442885842
Org line A2,Sweden,se,Daniel,A2_3,Completed,High,PROD539,2012/4/11 14:42:43,1-442885842
Org line A2,POLAND,pl,Marcin,A2_4,Accepted,Medium,PROD370,2011/11/4 7:46:53,1-602316249
Org line A2,POLAND,pl,Marcin,A2_4,Completed,Medium,PROD370,2012/2/10 7:02:42,1-602316249
Org line G4,Sweden,se,Håkan,A2_4,Accepted,Medium,PROD397,2012/1/26 7:21:24,1-652874271
Org line G4,Sweden,se,Håkan,A2_4,Completed,Medium,PROD397,2012/4/2 15:10:52,1-652874271
Org line G3,USA,us,Carolyn,A2_4,Accepted,Medium,PROD98,2010/6/16 7:45:30,1-380527184
Org line G3,USA,us,Carolyn,A2_4,Queued,Medium,PROD98,2010/6/16 7:49:44,1-380527184
Org line G3,Sweden,us,Kannan,A2_4,Accepted,Medium,PROD98,2010/6/16 13:23:30,1-380527184
Org line G3,USA,us,Carolyn,A2_4,Accepted,Medium,PROD98,2010/6/16 13:23:35,1-380527184
Org line A2,Sweden,us,Kannan,A2_2,Accepted,Medium,PROD98,2010/6/17 18:19:15,1-380527184
Org line A2,Sweden,us,Y,A2_2,Accepted,Medium,PROD98,2010/6/17 18:19:20,1-380527184
Org line A2,Sweden,us,Y,A2_2,Accepted,Medium,PROD98,2010/6/18 12:01:56,1-380527184
Org line G3,USA,us,Carolyn,A2_2,Queued,Medium,PROD98,2010/6/21 9:35:08,1-380527184
Org line G3,Sweden,us,Naga,A2_2,Accepted,Medium,PROD98,2010/6/21 15:55:02,1-380527184
Org line G3,USA,us,Carolyn,A2_2,Accepted,Medium,PROD98,2010/6/21 16:00:14,1-380527184
Org line G3,POLAND,us,Ewa,A2_2,Accepted,Medium,PROD98,2012/2/4 9:20:08,1-380527184
Org line G3,POLAND,us,Ewa,A2_2,Completed,Medium,PROD98,2012/2/4 9:31:43,1-380527184
Org line C,Sweden,se,Ann-Charlotte,E_10,Accepted,Low,PROD802,2011/10/31 22:40:16,1-599157751
Org line C,Sweden,se,Ann-Charlotte,E_10,Queued,Low,PROD802,2011/10/31 22:48:47,1-599157751
Org line C,Sweden,se,Marcus,E_10,Accepted,Low,PROD802,2011/11/18 6:31:45,1-599157751
Org line C,Sweden,se,Martin,C_6,Queued,Low,PROD802,2011/11/18 6:34:16,1-599157751
Org line C,Sweden,se,Lennart,C_6,Accepted,Low,PROD802,2011/11/18 9:43:24,1-599157751
Org line C,Sweden,se,Lennart,C_6,Completed,Low,PROD802,2012/4/11 8:03:56,1-599157751
Org line G3,USA,us,Carolyn,C_6,Accepted,Medium,PROD97,2011/7/15 7:02:25,1-541566505
Org line G3,USA,us,Carolyn,C_6,Queued,Medium,PROD97,2011/7/15 7:12:43,1-541566505
Org line G3,Sweden,us,Padmanabha,C_6,Accepted,Medium,PROD97,2011/7/15 7:14:45,1-541566505
Org line G3,USA,us,Carolyn,C_6,Accepted,Medium,PROD97,2011/7/15 7:14:54,1-541566505
Org line G3,POLAND,us,Ewa,C_6,Accepted,Medium,PROD97,2012/2/6 20:33:03,1-541566505
Org line G3,POLAND,us,Ewa,C_6,Completed,Medium,PROD97,2012/2/6 20:34:12,1-541566505
Org line G3,POLAND,us,Ewa,C_6,Accepted,High,PROD97,2012/5/15 15:35:05,1-745528120
Org line G3,POLAND,us,Ewa,C_6,Completed,High,PROD97,2012/5/15 15:38:18,1-745528120
Org line A2,Sweden,cn,Tomas,A2_2,Queued,Medium,PROD681,2012/3/8 15:17:46,1-694899814
Org line A2,Sweden,cn,Tomas,A2_2,Accepted,Medium,PROD681,2012/5/3 7:16:50,1-694899814
Org line A2,Sweden,cn,Tomas,A2_2,Completed,Medium,PROD681,2012/5/3 7:20:09,1-694899814
Org line G3,USA,us,Carolyn,E_4,Accepted,Medium,PROD98,2011/4/14 13:36:04,1-517002080
Org line G3,USA,us,Carolyn,E_4,Queued,Medium,PROD98,2011/4/14 13:38:58,1-517002080
Org line G3,Sweden,us,Padmanabha,E_4,Accepted,Medium,PROD98,2011/4/14 15:10:44,1-517002080
Org line G3,USA,us,Carolyn,E_4,Accepted,Medium,PROD98,2011/4/14 15:10:49,1-517002080
Org line G3,POLAND,us,Ewa,E_4,Accepted,Medium,PROD98,2012/1/30 12:06:42,1-517002080
Org line G3,POLAND,us,Ewa,E_4,Completed,Medium,PROD98,2012/1/30 12:07:11,1-517002080
Org line C,Sweden,se,Raul,E_6,Accepted,Medium,PROD383,2012/3/26 13:42:00,1-702501532
Org line C,Sweden,se,Raul,E_6,Queued,Medium,PROD383,2012/4/2 10:01:33,1-702501532
Org line C,Sweden,se,Raul,E_6,Accepted,Medium,PROD383,2012/4/2 13:21:38,1-702501532
Org line C,Sweden,se,Raul,E_6,Completed,Medium,PROD383,2012/4/25 12:15:38,1-702501532
Org line G3,POLAND,us,Ewa,E_6,Accepted,Medium,PROD97,2011/12/2 11:09:21,1-619087129
Org line G3,POLAND,us,Ewa,E_6,Completed,Medium,PROD97,2012/1/3 10:10:20,1-619087129
Org line A2,China,cn,Anson,A2_5,Accepted,Medium,PROD789,2012/4/19 3:54:27,1-722688743
Org line A2,China,cn,Anson,A2_5,Queued,Medium,PROD789,2012/4/19 5:58:07,1-722688743
Org line A2,China,cn,Anson,A2_5,Accepted,Medium,PROD789,2012/5/24 3:31:28,1-722688743
Org line A2,China,cn,Anson,A2_5,Completed,Medium,PROD789,2012/5/24 3:31:54,1-722688743
Org line V2,Sweden,se,Marie,D_1,Accepted,Low,PROD421,2011/3/23 15:00:18,1-509915742
Org line V2,Sweden,se,Marie,D_1,Completed,Low,PROD421,2012/2/27 14:29:22,1-509915742
Org line G4,Sweden,se,Peter,D_1,Accepted,Medium,PROD286,2011/10/24 13:22:19,1-593751721
Org line G4,Sweden,se,Peter,D_1,Completed,Medium,PROD286,2012/1/3 15:03:49,1-593751721
Org line A2,POLAND,pl,Rafal,D_1,Accepted,High,PROD69,2011/12/1 9:20:57,1-618620384
Org line A2,POLAND,pl,Rafal,D_1,Completed,High,PROD69,2012/2/23 12:41:54,1-618620384
Org line G4,Sweden,se,Roland,D_1,Accepted,Medium,PROD374,2012/2/28 15:30:43,1-689525975
Org line G4,Sweden,se,Roland,D_1,Accepted,Medium,PROD374,2012/2/28 17:05:04,1-689525975
