case,activity,timestamp,resource,Att1,Att2,Att3,Att4,Att5,Att6,Att7,Att8,Att9
3791,Take in charge ticket,2011/9/21 7:35:49,Value 13,Value 1,Value 5,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
3791,Resolve ticket,2011/9/27 15:50:10,Value 13,Value 1,Value 5,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
3791,Closed,2011/11/12 16:50:31,Value 5,Value 1,Value 5,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
3156,Take in charge ticket,2011/11/22 16:45:26,Value 1,Value 1,Value 256,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3156,Wait,2011/11/22 16:46:18,Value 1,Value 1,Value 256,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3156,Take in charge ticket,2011/11/25 16:37:18,Value 13,Value 1,Value 256,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3156,Resolve ticket,2011/12/12 14:47:36,Value 1,Value 1,Value 256,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3156,Resolve ticket,2011/12/12 14:47:37,Value 1,Value 1,Value 256,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3156,Closed,2011/12/27 14:47:50,Value 5,Value 1,Value 256,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1269,Assign seriousness,2013/7/1 16:02:34,Value 1,Value 1,Value 278,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1269,Take in charge ticket,2013/7/1 16:03:05,Value 1,Value 1,Value 278,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1269,Take in charge ticket,2013/7/12 15:43:42,Value 10,Value 1,Value 278,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1269,Wait,2013/7/16 7:18:11,Value 10,Value 1,Value 278,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1269,Resolve ticket,2013/7/29 15:49:10,Value 10,Value 1,Value 278,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1269,Closed,2013/8/13 15:49:24,Value 3,Value 1,Value 278,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
2060,Assign seriousness,2012/2/16 16:21:10,Value 13,Value 1,Value 38,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
2060,Take in charge ticket,2012/2/17 9:23:20,Value 2,Value 1,Value 38,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
2060,Resolve ticket,2012/2/17 9:36:22,Value 2,Value 1,Value 38,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
2060,Closed,2012/3/20 16:30:30,Value 5,Value 1,Value 38,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
111,Assign seriousness,2010/6/29 14:00:48,Value 9,Value 1,Value 13,Value 3,Value 4,Value 2,Value 3,Value 1,Value 1,Value 1
111,Take in charge ticket,2010/6/29 15:16:26,Value 9,Value 1,Value 13,Value 3,Value 4,Value 2,Value 3,Value 1,Value 1,Value 1
111,Resolve ticket,2010/6/30 8:05:04,Value 9,Value 1,Value 13,Value 3,Value 4,Value 2,Value 3,Value 1,Value 1,Value 1
111,Take in charge ticket,2010/6/30 14:19:00,Value 9,Value 1,Value 13,Value 3,Value 4,Value 2,Value 3,Value 1,Value 1,Value 1
111,Wait,2010/7/1 9:00:03,Value 9,Value 1,Value 13,Value 3,Value 4,Value 2,Value 3,Value 1,Value 1,Value 1
111,Take in charge ticket,2010/7/2 14:07:18,Value 9,Value 1,Value 13,Value 3,Value 4,Value 2,Value 3,Value 1,Value 1,Value 1
111,Resolve ticket,2010/7/2 14:08:52,Value 9,Value 1,Value 13,Value 3,Value 4,Value 2,Value 3,Value 1,Value 1,Value 1
111,Closed,2010/8/5 14:10:24,Value 5,Value 1,Value 13,Value 3,Value 4,Value 2,Value 3,Value 1,Value 1,Value 1
952,Assign seriousness,2011/11/16 11:15:00,Value 4,Value 1,Value 253,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
952,Take in charge ticket,2011/11/18 15:08:39,Value 4,Value 1,Value 253,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
952,Wait,2011/11/24 11:31:13,Value 4,Value 1,Value 253,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
952,Resolve ticket,2011/12/13 14:50:21,Value 4,Value 1,Value 253,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
952,Closed,2011/12/28 14:50:32,Value 5,Value 1,Value 253,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
2266,Assign seriousness,2010/4/8 10:05:38,Value 2,Value 1,Value 37,Value 3,Value 7,Value 1,Value 2,Value 1,Value 7,Value 1
2266,Take in charge ticket,2010/4/8 14:27:56,Value 2,Value 1,Value 37,Value 3,Value 7,Value 1,Value 2,Value 1,Value 7,Value 1
2266,Resolve ticket,2010/4/8 14:28:00,Value 2,Value 1,Value 37,Value 3,Value 7,Value 1,Value 2,Value 1,Value 7,Value 1
2266,Closed,2010/5/11 10:10:22,Value 5,Value 1,Value 37,Value 3,Value 7,Value 1,Value 2,Value 1,Value 7,Value 1
4561,Assign seriousness,2010/9/3 15:49:04,Value 14,Value 1,Value 66,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
4561,Take in charge ticket,2010/9/3 15:49:19,Value 14,Value 1,Value 66,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
4561,Wait,2010/9/3 15:50:08,Value 14,Value 1,Value 66,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
4561,Take in charge ticket,2010/9/13 10:58:22,Value 5,Value 1,Value 66,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
4561,Wait,2010/9/13 10:58:31,Value 5,Value 1,Value 66,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
4561,Take in charge ticket,2010/9/21 7:52:04,Value 14,Value 1,Value 66,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
4561,Resolve ticket,2010/9/21 7:52:18,Value 14,Value 1,Value 66,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
4561,Closed,2010/10/6 7:52:39,Value 5,Value 1,Value 66,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
1020,Assign seriousness,2012/5/15 8:09:38,Value 4,Value 1,Value 220,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1020,Take in charge ticket,2012/5/15 8:09:57,Value 4,Value 1,Value 220,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1020,Wait,2012/5/28 15:21:32,Value 4,Value 1,Value 220,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1020,Resolve ticket,2012/6/4 10:49:46,Value 4,Value 1,Value 220,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1020,Closed,2012/7/6 13:30:28,Value 5,Value 1,Value 220,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1935,Assign seriousness,2011/1/28 16:09:24,Value 8,Value 1,Value 145,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
1935,Take in charge ticket,2011/2/11 8:52:37,Value 8,Value 1,Value 145,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
1935,Resolve ticket,2011/2/11 14:13:27,Value 9,Value 1,Value 145,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
1935,Take in charge ticket,2011/2/11 14:33:26,Value 9,Value 1,Value 145,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
1935,Wait,2011/2/11 14:33:41,Value 9,Value 1,Value 145,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
1935,Take in charge ticket,2011/2/14 8:36:09,Value 9,Value 1,Value 145,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
1935,Resolve ticket,2011/2/14 8:36:19,Value 9,Value 1,Value 145,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
1935,Closed,2011/3/1 8:36:38,Value 5,Value 1,Value 145,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
55,Assign seriousness,2011/10/26 15:51:42,Value 4,Value 1,Value 41,Value 3,Value 1,Value 1,Value 3,Value 3,Value 1,Value 1
55,Take in charge ticket,2011/10/31 15:19:03,Value 9,Value 1,Value 41,Value 3,Value 1,Value 1,Value 3,Value 3,Value 1,Value 1
55,Wait,2011/11/7 8:44:52,Value 9,Value 1,Value 41,Value 3,Value 1,Value 1,Value 3,Value 3,Value 1,Value 1
55,Resolve ticket,2011/11/21 8:21:23,Value 9,Value 1,Value 41,Value 3,Value 1,Value 1,Value 3,Value 3,Value 1,Value 1
55,Closed,2011/12/6 8:21:36,Value 5,Value 1,Value 41,Value 3,Value 1,Value 1,Value 3,Value 3,Value 1,Value 1
491,Assign seriousness,2012/4/12 15:45:56,Value 1,Value 1,Value 104,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
491,Take in charge ticket,2012/4/16 7:07:02,Value 2,Value 1,Value 104,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
491,Wait,2012/4/20 10:41:40,Value 2,Value 1,Value 104,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
491,Resolve ticket,2012/5/14 14:53:25,Value 2,Value 1,Value 104,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
491,Closed,2012/5/30 10:00:36,Value 5,Value 1,Value 104,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
2960,Assign seriousness,2012/3/29 9:29:38,Value 1,Value 1,Value 31,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
2960,Take in charge ticket,2012/3/29 9:29:47,Value 1,Value 1,Value 31,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
2960,Resolve ticket,2012/3/30 8:00:58,Value 1,Value 1,Value 31,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
2960,Closed,2012/5/16 9:30:29,Value 5,Value 1,Value 31,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3308,Assign seriousness,2011/1/26 9:20:27,Value 8,Value 1,Value 9,Value 2,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
3308,Take in charge ticket,2011/2/3 16:36:35,Value 6,Value 1,Value 9,Value 2,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
3308,Wait,2011/2/4 15:32:08,Value 12,Value 1,Value 9,Value 2,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
3308,Resolve ticket,2011/2/11 16:35:21,Value 12,Value 1,Value 9,Value 2,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
3308,Closed,2011/3/13 16:35:43,Value 5,Value 1,Value 9,Value 2,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
3510,Assign seriousness,2010/10/11 14:40:16,Value 2,Value 1,Value 55,Value 3,Value 1,Value 4,Value 3,Value 1,Value 1,Value 2
3510,Assign seriousness,2010/10/11 15:08:47,Value 2,Value 1,Value 55,Value 3,Value 1,Value 4,Value 3,Value 1,Value 1,Value 2
3510,Take in charge ticket,2010/10/11 15:08:56,Value 2,Value 1,Value 55,Value 3,Value 1,Value 4,Value 3,Value 1,Value 1,Value 2
3510,Wait,2010/10/12 15:22:29,Value 12,Value 1,Value 55,Value 3,Value 1,Value 4,Value 3,Value 1,Value 1,Value 2
3510,Take in charge ticket,2010/10/28 13:03:22,Value 12,Value 1,Value 55,Value 3,Value 1,Value 4,Value 3,Value 1,Value 1,Value 2
3510,Resolve ticket,2010/10/28 13:47:09,Value 12,Value 1,Value 55,Value 3,Value 1,Value 4,Value 3,Value 1,Value 1,Value 2
3510,Closed,2010/11/13 13:30:45,Value 5,Value 1,Value 55,Value 3,Value 1,Value 4,Value 3,Value 1,Value 1,Value 2
2255,Assign seriousness,2012/1/26 16:27:22,Value 1,Value 1,Value 45,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
2255,Take in charge ticket,2012/1/27 8:03:08,Value 6,Value 1,Value 45,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
2255,Resolve ticket,2012/1/31 13:39:20,Value 6,Value 1,Value 45,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
2255,Closed,2012/3/10 16:31:10,Value 5,Value 1,Value 45,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
1030,Assign seriousness,2010/2/4 9:40:52,Value 2,Value 1,Value 110,Value 3,Value 3,Value 2,Value 2,Value 1,Value 6,Value 1
1030,Assign seriousness,2010/2/4 9:41:05,Value 2,Value 1,Value 110,Value 3,Value 3,Value 1,Value 2,Value 1,Value 6,Value 1
1030,Take in charge ticket,2010/2/4 9:41:23,Value 2,Value 1,Value 110,Value 3,Value 3,Value 1,Value 2,Value 1,Value 6,Value 1
1030,Create SW anomaly,2010/2/4 9:41:33,Value 2,Value 1,Value 110,Value 3,Value 3,Value 1,Value 2,Value 1,Value 6,Value 1
1030,Resolve ticket,2010/2/22 14:05:31,Value 2,Value 1,Value 110,Value 3,Value 3,Value 1,Value 2,Value 1,Value 6,Value 1
1030,Closed,2010/3/9 14:05:44,Value 5,Value 1,Value 110,Value 3,Value 3,Value 1,Value 2,Value 1,Value 6,Value 1
798,Assign seriousness,2010/8/10 7:33:33,Value 12,Value 1,Value 13,Value 3,Value 4,Value 2,Value 3,Value 1,Value 1,Value 1
798,Assign seriousness,2010/8/17 15:38:22,Value 10,Value 1,Value 13,Value 3,Value 4,Value 2,Value 3,Value 1,Value 1,Value 1
798,Assign seriousness,2010/9/3 13:22:20,Value 2,Value 1,Value 13,Value 3,Value 4,Value 2,Value 3,Value 1,Value 1,Value 1
798,Take in charge ticket,2010/9/3 14:01:16,Value 7,Value 1,Value 13,Value 3,Value 4,Value 2,Value 3,Value 1,Value 1,Value 1
798,Wait,2010/9/3 14:01:42,Value 7,Value 1,Value 13,Value 3,Value 4,Value 2,Value 3,Value 1,Value 1,Value 1
798,Take in charge ticket,2010/9/13 10:24:06,Value 5,Value 1,Value 13,Value 3,Value 4,Value 2,Value 3,Value 1,Value 1,Value 1
798,Wait,2010/9/13 10:24:11,Value 5,Value 1,Value 13,Value 3,Value 4,Value 2,Value 3,Value 1,Value 1,Value 1
798,Take in charge ticket,2010/9/15 10:31:52,Value 7,Value 1,Value 13,Value 3,Value 4,Value 2,Value 3,Value 1,Value 1,Value 1
798,Resolve ticket,2010/9/15 10:32:23,Value 7,Value 1,Value 13,Value 3,Value 4,Value 2,Value 3,Value 1,Value 1,Value 1
798,Closed,2010/9/30 10:32:38,Value 5,Value 1,Value 13,Value 3,Value 4,Value 2,Value 3,Value 1,Value 1,Value 1
2157,Assign seriousness,2013/4/4 15:41:03,Value 1,Value 1,Value 62,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,Value 1
2157,Resolve ticket,2013/5/2 8:11:19,Value 1,Value 1,Value 62,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,Value 1
2157,Resolve ticket,2013/5/2 8:11:19,Value 1,Value 1,Value 62,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,Value 1
2157,Closed,2013/5/17 8:11:40,Value 3,Value 1,Value 62,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,Value 1
2551,Assign seriousness,2012/3/27 15:33:09,Value 1,Value 1,Value 16,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
2551,Take in charge ticket,2012/3/28 13:51:27,Value 9,Value 1,Value 16,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
2551,Resolve ticket,2012/3/30 13:59:59,Value 9,Value 1,Value 16,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
2551,Closed,2012/4/27 15:40:22,Value 5,Value 1,Value 16,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
2749,Assign seriousness,2011/10/12 12:16:49,Value 1,Value 1,Value 356,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
2749,Take in charge ticket,2011/10/26 15:56:03,Value 4,Value 1,Value 356,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
2749,Wait,2011/10/27 16:04:01,Value 13,Value 1,Value 356,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
2749,Resolve ticket,2011/10/28 7:56:17,Value 1,Value 1,Value 356,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
2749,Closed,2011/11/12 14:21:27,Value 5,Value 1,Value 356,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3109,Assign seriousness,2012/6/18 15:21:09,Value 13,Value 1,Value 126,Value 17,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3109,Take in charge ticket,2012/6/19 8:16:38,Value 9,Value 1,Value 126,Value 17,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3109,Resolve ticket,2012/6/19 10:54:54,Value 9,Value 1,Value 126,Value 17,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3109,Closed,2012/8/3 15:30:34,Value 5,Value 1,Value 126,Value 17,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
2143,Assign seriousness,2013/8/9 15:11:43,Value 9,Value 1,Value 68,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
2143,Take in charge ticket,2013/8/20 10:31:07,Value 2,Value 1,Value 68,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
2143,Require upgrade,2013/8/22 14:35:35,Value 4,Value 1,Value 68,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
2143,Resolve ticket,2013/9/20 10:54:58,Value 2,Value 1,Value 68,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
2143,Closed,2013/10/5 10:55:08,Value 3,Value 1,Value 68,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3128,Assign seriousness,2012/12/19 16:31:08,Value 13,Value 1,Value 30,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
3128,Take in charge ticket,2013/1/2 8:45:03,Value 2,Value 1,Value 30,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
3128,Resolve ticket,2013/1/4 10:07:38,Value 4,Value 1,Value 30,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
3128,Closed,2013/1/19 10:07:51,Value 3,Value 1,Value 30,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
1544,Assign seriousness,2011/12/7 8:51:54,Value 9,Value 1,Value 66,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
1544,Resolve ticket,2011/12/7 8:52:27,Value 9,Value 1,Value 66,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
1544,Closed,2012/2/4 9:00:42,Value 5,Value 1,Value 66,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
1078,Assign seriousness,2011/2/9 11:06:02,Value 8,Value 1,Value 27,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
1078,Take in charge ticket,2011/2/9 11:08:31,Value 8,Value 1,Value 27,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
1078,Resolve ticket,2011/2/9 14:12:01,Value 8,Value 1,Value 27,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
1078,Resolve ticket,2011/2/9 14:12:02,Value 8,Value 1,Value 27,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
1078,Closed,2011/3/16 11:10:57,Value 5,Value 1,Value 27,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
3760,Assign seriousness,2012/5/2 8:20:43,Value 1,Value 1,Value 113,Value 11,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3760,Resolve ticket,2012/5/2 13:45:05,Value 1,Value 1,Value 113,Value 11,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3760,Closed,2012/6/2 8:30:15,Value 5,Value 1,Value 113,Value 11,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3815,Assign seriousness,2010/9/8 10:36:14,Value 2,Value 1,Value 47,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3815,Wait,2010/9/8 15:32:25,Value 14,Value 1,Value 47,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3815,Take in charge ticket,2010/9/13 9:01:56,Value 2,Value 1,Value 47,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3815,Resolve ticket,2010/9/13 9:02:02,Value 2,Value 1,Value 47,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3815,Closed,2010/10/9 10:40:22,Value 5,Value 1,Value 47,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
4007,Assign seriousness,2012/5/25 7:13:03,Value 1,Value 1,Value 110,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
4007,Take in charge ticket,2012/5/25 13:19:52,Value 9,Value 1,Value 110,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
4007,Wait,2012/5/28 8:35:02,Value 9,Value 1,Value 110,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
4007,Resolve ticket,2012/5/29 8:40:15,Value 9,Value 1,Value 110,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
4007,Closed,2012/7/13 7:30:47,Value 5,Value 1,Value 110,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
166,Assign seriousness,2010/2/11 8:48:50,Value 2,Value 1,Value 95,Value 3,Value 5,Value 2,Value 2,Value 1,Value 4,Value 3
166,Take in charge ticket,2010/2/23 16:56:28,Value 2,Value 1,Value 95,Value 3,Value 5,Value 2,Value 2,Value 1,Value 4,Value 3
166,Resolve ticket,2010/2/23 16:56:36,Value 2,Value 1,Value 95,Value 3,Value 5,Value 2,Value 2,Value 1,Value 4,Value 3
166,Closed,2010/3/27 8:50:35,Value 5,Value 1,Value 95,Value 3,Value 5,Value 2,Value 2,Value 1,Value 4,Value 3
2109,Assign seriousness,2011/10/17 10:49:36,Value 1,Value 1,Value 94,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
2109,Resolve ticket,2011/10/18 9:03:59,Value 2,Value 1,Value 94,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
2109,Resolve ticket,2011/10/18 9:04:00,Value 2,Value 1,Value 94,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
2109,Closed,2011/11/24 11:50:24,Value 5,Value 1,Value 94,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
63,Assign seriousness,2013/3/6 15:05:09,Value 4,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
63,Take in charge ticket,2013/3/22 8:58:01,Value 9,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
63,Resolve ticket,2013/3/22 9:34:16,Value 9,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
63,Closed,2013/4/6 8:34:35,Value 3,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
2963,Assign seriousness,2011/9/13 10:34:38,Value 13,Value 1,Value 32,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
2963,Take in charge ticket,2011/9/13 10:35:02,Value 13,Value 1,Value 32,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
2963,Resolve ticket,2011/9/14 15:09:21,Value 13,Value 1,Value 32,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
2963,Closed,2011/10/14 10:40:48,Value 5,Value 1,Value 32,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
2124,Assign seriousness,2012/7/25 9:42:11,Value 2,Value 1,Value 1,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
2124,Resolve ticket,2012/7/25 9:44:03,Value 2,Value 1,Value 1,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
2124,Closed,2012/9/7 9:50:29,Value 5,Value 1,Value 1,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
353,Assign seriousness,2010/11/24 17:20:43,Value 14,Value 1,Value 126,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
353,Take in charge ticket,2010/11/29 16:49:08,Value 2,Value 1,Value 126,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
353,Resolve ticket,2010/11/29 16:49:26,Value 2,Value 1,Value 126,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
353,Closed,2011/1/23 17:00:42,Value 5,Value 1,Value 126,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
1380,Assign seriousness,2011/8/4 12:28:49,Value 9,Value 1,Value 52,Value 3,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
1380,Take in charge ticket,2011/8/4 12:41:58,Value 9,Value 1,Value 52,Value 3,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
1380,Wait,2011/8/4 15:14:40,Value 9,Value 1,Value 52,Value 3,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
1380,Resolve ticket,2011/8/19 9:38:04,Value 9,Value 1,Value 52,Value 3,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
1380,Closed,2011/9/7 15:50:31,Value 5,Value 1,Value 52,Value 3,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
1584,Assign seriousness,2011/2/2 10:24:41,Value 8,Value 1,Value 305,Value 2,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
1584,Take in charge ticket,2011/2/2 10:24:54,Value 8,Value 1,Value 305,Value 2,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
1584,Resolve ticket,2011/2/2 10:57:04,Value 8,Value 1,Value 305,Value 2,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
1584,Closed,2011/3/9 10:30:31,Value 5,Value 1,Value 305,Value 2,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
589,Assign seriousness,2012/7/20 10:02:52,Value 1,Value 1,Value 19,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
589,Take in charge ticket,2012/7/23 7:24:50,Value 13,Value 1,Value 19,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
589,Resolve ticket,2012/7/24 15:24:35,Value 13,Value 1,Value 19,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
589,Closed,2012/9/6 10:12:38,Value 5,Value 1,Value 19,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
4123,Assign seriousness,2011/8/2 14:16:52,Value 13,Value 1,Value 9,Value 7,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
4123,Take in charge ticket,2011/8/30 7:29:32,Value 10,Value 1,Value 9,Value 7,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
4123,Resolve ticket,2011/9/7 15:33:01,Value 12,Value 1,Value 9,Value 7,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
4123,Closed,2011/9/22 15:33:18,Value 5,Value 1,Value 9,Value 7,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
1590,Assign seriousness,2011/1/28 11:31:22,Value 8,Value 1,Value 24,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
