group,resource country,organization country,resource,role,activity,impact,product,timestamp,case
Org line G4,Sweden,se,Per,D_1,Accepted,Medium,PROD411,2012/2/13 8:50,1-661184751
Org line G4,Sweden,se,Veronica,D_1,Accepted,Medium,PROD411,2012/3/6 13:53,1-661184751
Org line A2,Sweden,se,Ulrika,A2_3,Queued,Medium,PROD411,2012/3/6 13:53,1-661184751
Org line A2,Sweden,se,Daniel,A2_3,Accepted,Medium,PROD411,2012/4/11 14:46,1-661184751
Org line A2,Sweden,se,Daniel,A2_3,Completed,Medium,PROD411,2012/4/11 14:47,1-661184751
Org line C,Japan,jp,Ryouhei,E_10,Accepted,High,PROD803,2012/2/27 6:11,1-688342754
Org line C,Japan,jp,Ryouhei,E_10,Accepted,High,PROD803,2012/2/27 6:12,1-688342754
Org line C,Japan,jp,Ryouhei,E_10,Accepted,High,PROD803,2012/2/27 8:14,1-688342754
Org line C,Japan,jp,Ryouhei,E_10,Completed,High,PROD803,2012/4/10 2:46,1-688342754
Org line C,Sweden,se,Johnny,E_2,Accepted,Low,PROD329,2012/1/3 13:53,1-633092732
Org line C,Sweden,se,Johnny,E_2,Accepted,Low,PROD329,2012/1/19 6:35,1-633092732
Org line C,Sweden,se,Johnny,E_2,Completed,Low,PROD329,2012/1/19 6:39,1-633092732
Org line A2,POLAND,se,Mateusz,A2_2,Accepted,Medium,PROD681,2010/3/12 14:55,1-360072755
Org line A2,Sweden,se,Tomas,A2_2,Queued,Medium,PROD681,2010/8/25 9:04,1-360072755
Org line A2,Sweden,se,Tomas,A2_2,Accepted,Medium,PROD681,2011/9/3 5:49,1-360072755
Org line A2,Sweden,se,Niklas,A2_2,Accepted,Medium,PROD681,2011/11/14 15:10,1-360072755
Org line A2,Sweden,se,Niklas,A2_2,Accepted,Medium,PROD681,2012/1/12 8:23,1-360072755
Org line F,Sweden,se,Martin,A2_2,Accepted,Medium,PROD681,2012/3/8 9:22,1-360072755
Org line F,Sweden,se,Martin,A2_2,Completed,Medium,PROD681,2012/3/8 9:24,1-360072755
Org line C,INDIA,in,Anup,E_8,Accepted,High,PROD597,2011/11/7 10:57,1-603798757
Org line C,INDIA,in,Anup,E_8,Completed,High,PROD597,2012/5/23 11:07,1-603798757
Org line G4,Sweden,se,Peter,E_8,Accepted,Low,PROD286,2011/8/10 8:45,1-547539001
Org line G4,Sweden,se,Peter,E_8,Completed,Low,PROD286,2012/1/3 15:04,1-547539001
Org line A2,Sweden,se,H?kan,A2_4,Accepted,Medium,PROD163,2011/10/12 9:32,1-585459725
Org line A2,Sweden,se,H?kan,A2_4,Accepted,Medium,PROD163,2011/10/12 9:47,1-585459725
Org line A2,Sweden,se,Mattias,A2_4,Accepted,Medium,PROD163,2012/1/19 12:51,1-585459725
Org line A2,Sweden,se,Mattias,A2_4,Accepted,Medium,PROD163,2012/5/4 16:17,1-585459725
Org line A2,Sweden,se,Mattias,A2_4,Accepted,Medium,PROD163,2012/5/4 16:18,1-585459725
Org line A2,Sweden,se,Mattias,A2_4,Completed,Medium,PROD163,2012/5/10 7:55,1-585459725
Org line A2,INDIA,in,Binod,D_1,Accepted,High,PROD605,2012/2/11 18:12,1-669144071
Org line A2,INDIA,in,Binod,D_1,Completed,High,PROD605,2012/2/11 18:37,1-669144071
Org line C,Sweden,in,Anurag,E_10,Accepted,Major,PROD154,2012/5/28 13:36,1-751002678
Org line C,Sweden,in,Anurag,E_10,Completed,Major,PROD154,2012/5/28 13:52,1-751002678
Org line C,INDIA,in,Amar,E_4,Accepted,Low,PROD325,2012/2/1 12:50,1-657163590
Org line C,INDIA,in,Amar,E_4,Accepted,Low,PROD325,2012/2/1 12:51,1-657163590
Org line C,INDIA,in,Amar,E_4,Completed,Low,PROD325,2012/3/13 19:08,1-657163590
Org line G4,Sweden,se,Eric,E_1,Accepted,Medium,PROD374,2011/2/25 18:01,1-504048859
Org line G4,Sweden,se,Eric,E_1,Accepted,Medium,PROD374,2011/5/4 6:21,1-504048859
Org line G4,Sweden,se,Eric,E_1,Accepted,Medium,PROD374,2012/1/9 9:20,1-504048859
Org line G4,Sweden,se,Eric,E_1,Completed,Medium,PROD374,2012/1/9 9:20,1-504048859
Org line G4,Sweden,in,Ing-Marie,E_1,Accepted,Major,PROD597,2011/9/27 2:53,1-577996886
Org line G4,Sweden,in,Ing-Marie,E_1,Queued,Major,PROD597,2011/10/6 11:46,1-577996886
Org line A2,POLAND,in,Jaroslaw,D_1,Queued,Major,PROD597,2011/10/12 16:10,1-577996886
Org line G4,Sweden,in,Ing-Marie,D_1,Queued,Major,PROD597,2011/10/18 14:00,1-577996886
Org line C,Belgium,in,Peter,E_1,Queued,Major,PROD597,2011/12/16 17:27,1-577996886
Org line C,Belgium,in,Peter,C_1,Queued,Major,PROD597,2012/1/17 14:31,1-577996886
Org line C,Sweden,in,Linda,C_1,Accepted,Major,PROD597,2012/1/17 14:32,1-577996886
Org line C,Sweden,in,Linda,C_1,Accepted,Major,PROD597,2012/1/17 14:34,1-577996886
Org line C,INDIA,in,Vinay,E_8,Queued,Major,PROD597,2012/3/2 11:22,1-577996886
Org line C,INDIA,in,Vinay,E_8,Accepted,Major,PROD597,2012/5/23 10:41,1-577996886
Org line C,INDIA,in,Anup,E_8,Accepted,Major,PROD597,2012/5/23 11:26,1-577996886
Org line C,INDIA,in,Anup,E_8,Completed,Major,PROD597,2012/5/23 11:26,1-577996886
Org line A2,France,fr,Maryse,D_1,Accepted,Medium,PROD603,2011/11/8 12:37,1-604645912
Org line A2,France,fr,Maryse,D_1,Queued,Medium,PROD603,2011/11/8 12:37,1-604645912
Org line A2,France,fr,Maryse,D_1,Accepted,Medium,PROD603,2011/11/8 12:38,1-604645912
Org line A2,France,fr,Maryse,D_1,Queued,Medium,PROD603,2011/11/8 12:38,1-604645912
Org line A2,France,fr,Maryse,D_1,Accepted,Medium,PROD603,2011/11/8 12:39,1-604645912
Org line A2,France,fr,Maryse,D_1,Accepted,Medium,PROD603,2011/11/8 12:47,1-604645912
Org line A2,France,fr,Maryse,D_1,Completed,Medium,PROD603,2012/2/1 11:27,1-604645912
Org line A2,Sweden,se,Kristina,A2_3,Accepted,Medium,PROD231,2012/3/7 13:24,1-694420679
Org line A2,Sweden,se,Kristina,A2_3,Completed,Medium,PROD231,2012/4/11 12:36,1-694420679
Org line A2,Sweden,se,Abhinav,A2_4,Accepted,Medium,PROD337,2011/8/31 14:23,1-565319816
Org line A2,Sweden,se,Abhinav,A2_4,Completed,Medium,PROD337,2012/2/6 7:48,1-565319816
Org line V2,Sweden,se,Kerstin,A2_4,Accepted,Medium,PROD631,2009/9/21 12:13,1-322980802
Org line V2,Sweden,se,Kerstin,A2_4,Completed,Medium,PROD631,2012/2/7 12:22,1-322980802
Org line G3,POLAND,us,Ewa,A2_4,Accepted,Medium,PROD97,2012/1/23 14:21,1-650008427
Org line G3,POLAND,us,Ewa,A2_4,Completed,Medium,PROD97,2012/1/23 14:31,1-650008427
Org line A2,Sweden,se,Fredrik,A2_3,Accepted,High,PROD368,2012/5/7 3:38,1-741495923
Org line A2,Sweden,se,Fredrik,A2_3,Accepted,High,PROD368,2012/5/7 3:40,1-741495923
Org line A2,Sweden,se,Stefan,A2_3,Accepted,High,PROD368,2012/5/7 13:56,1-741495923
Org line A2,Sweden,se,Stefan,A2_3,Completed,High,PROD368,2012/5/11 10:30,1-741495923
Org line A2,Sweden,cn,Tomas,A2_2,Accepted,Medium,PROD753,2010/2/16 10:04,1-354376900
Org line A2,Sweden,cn,Tomas,A2_2,Accepted,Medium,PROD753,2011/9/1 22:16,1-354376900
Org line A2,China,cn,Carrie,A2_2,Accepted,Medium,PROD753,2012/2/1 9:16,1-354376900
Org line A2,China,cn,Carrie,A2_2,Completed,Medium,PROD753,2012/2/1 9:16,1-354376900
Org line A2,Sweden,in,Akanksha,A2_2,Accepted,Medium,PROD424,2012/3/21 13:35,1-700498223
Org line A2,Sweden,in,Akanksha,A2_2,Queued,Medium,PROD424,2012/3/21 14:00,1-700498223
Org line A2,Sweden,in,Akanksha,A2_2,Accepted,Medium,PROD424,2012/3/30 9:49,1-700498223
Org line A2,Sweden,in,Anil,A2_2,Accepted,Medium,PROD424,2012/3/30 10:00,1-700498223
Org line B,INDIA,in,Srinivasan,E_10,Queued,Medium,PROD424,2012/3/30 10:06,1-700498223
Org line B,INDIA,in,Rijin,E_10,Accepted,Medium,PROD424,2012/3/30 10:10,1-700498223
Org line A2,Sweden,in,Akanksha,A2_2,Queued,Medium,PROD424,2012/4/3 8:06,1-700498223
Org line A2,Sweden,in,Anil,A2_2,Accepted,Medium,PROD424,2012/4/12 7:19,1-700498223
Org line A2,Sweden,in,Linda,A2_2,Queued,Medium,PROD424,2012/4/12 7:24,1-700498223
Org line A2,Sweden,in,Linda,A2_2,Accepted,Medium,PROD424,2012/4/13 7:22,1-700498223
Org line A2,Sweden,in,Mikael,A2_2,Accepted,Medium,PROD424,2012/4/13 7:23,1-700498223
Org line B,INDIA,in,Srinivasan,E_10,Queued,Medium,PROD424,2012/4/16 15:30,1-700498223
Org line B,INDIA,in,Rijin,E_10,Accepted,Medium,PROD424,2012/4/16 15:46,1-700498223
Org line A2,Sweden,in,Mikael,A2_2,Accepted,Medium,PROD424,2012/4/20 7:01,1-700498223
Org line B,INDIA,in,Srinivasan,E_10,Queued,Medium,PROD424,2012/4/20 7:03,1-700498223
Org line B,INDIA,in,Rijin,E_10,Accepted,Medium,PROD424,2012/4/20 8:00,1-700498223
Org line B,INDIA,in,Rijin,E_10,Accepted,Medium,PROD424,2012/4/20 9:05,1-700498223
Org line B,INDIA,in,Rijin,E_10,Accepted,Medium,PROD424,2012/4/25 13:38,1-700498223
Org line B,INDIA,in,Rijin,E_10,Completed,Medium,PROD424,2012/4/25 13:54,1-700498223
Org line G4,Sweden,se,Katarina,E_10,Accepted,Medium,PROD374,2011/5/16 13:09,1-526037041
Org line G4,Sweden,se,Katarina,E_10,Completed,Medium,PROD374,2012/2/1 15:50,1-526037041
Org line G3,USA,us,Carolyn,V3_3,Accepted,Medium,PROD97,2010/7/30 11:19,1-388724672
Org line G3,USA,us,Carolyn,V3_3,Queued,Medium,PROD97,2010/7/30 11:35,1-388724672
Org line G3,Sweden,us,Kannan,V3_3,Accepted,Medium,PROD97,2010/7/30 12:23,1-388724672
Org line G3,USA,us,Carolyn,V3_3,Accepted,Medium,PROD97,2010/7/30 12:23,1-388724672
Org line G3,POLAND,us,Ewa,V3_3,Accepted,Medium,PROD97,2012/1/30 12:58,1-388724672
Org line G3,POLAND,us,Ewa,V3_3,Completed,Medium,PROD97,2012/1/30 13:29,1-388724672
Org line G4,Sweden,se,Katarina,V3_3,Accepted,Medium,PROD374,2011/7/5 12:33,1-539083171
Org line G4,Sweden,se,Katarina,V3_3,Accepted,Medium,PROD374,2012/2/15 16:33,1-539083171
Org line G4,Sweden,se,Katarina,V3_3,Completed,Medium,PROD374,2012/5/23 16:00,1-539083171
Org line C,Sweden,be,Linda,E_1,Accepted,Medium,PROD795,2011/8/9 7:34,1-546272906
Org line C,Sweden,be,Linda,E_1,Accepted,Medium,PROD795,2011/8/9 7:40,1-546272906
Org line C,Sweden,be,Linda,E_1,Accepted,Medium,PROD795,2011/8/16 9:46,1-546272906
Org line C,Sweden,be,Linda,E_1,Accepted,Medium,PROD795,2011/8/30 12:43,1-546272906
Org line C,Sweden,be,Linda,E_1,Completed,Medium,PROD795,2012/1/10 7:55,1-546272906
Org line C,Sweden,in,Rohit,E_10,Accepted,Medium,PROD802,2012/4/25 16:18,1-732357301
Org line C,Sweden,in,Rohit,E_10,Accepted,Medium,PROD802,2012/4/25 16:59,1-732357301
Org line C,Sweden,in,Rohit,E_10,Accepted,Medium,PROD802,2012/5/14 11:05,1-732357301
Org line C,Sweden,in,Rohit,E_10,Completed,Medium,PROD802,2012/5/14 12:27,1-732357301
Org line C,Sweden,se,Joakim,C_6,Accepted,High,PROD154,2011/11/24 6:34,1-615905511
Org line C,Sweden,se,Joakim,C_6,Accepted,High,PROD154,2012/2/7 14:03,1-615905511
Org line C,Sweden,se,Joakim,C_6,Completed,High,PROD154,2012/4/25 14:00,1-615905511
Org line C,Sweden,se,Anders,E_6,Accepted,Low,PROD802,2011/12/27 6:53,1-629642635
Org line C,Sweden,se,Anders,E_6,Accepted,Low,PROD802,2011/12/27 6:58,1-629642635
Org line C,Sweden,se,Anders,E_6,Accepted,Low,PROD802,2012/2/1 9:14,1-629642635
Org line C,Sweden,se,Anders,E_6,Accepted,Low,PROD802,2012/3/20 13:29,1-629642635
Org line C,Sweden,se,Anders,E_6,Completed,Low,PROD802,2012/3/20 13:30,1-629642635
Org line A2,Sweden,se,Jüri,A2_1,Accepted,Medium,PROD541,2009/12/22 8:09,1-340984229
Org line A2,Sweden,se,Jüri,A2_1,Unmatched,Medium,PROD541,2009/12/22 8:25,1-340984229
Org line A2,Sweden,se,Jüri,A2_1,Completed,Medium,PROD541,2012/2/1 11:38,1-340984229
Org line A2,Sweden,cn,Tomas,A2_2,Accepted,Low,PROD753,2010/9/16 14:39,1-402328919
Org line A2,Sweden,cn,Tomas,A2_2,Completed,Low,PROD753,2012/5/29 8:32,1-402328919
Org line G4,Sweden,se,Mikael,A2_2,Accepted,Major,PROD659,2011/11/15 8:26,1-607520800
Org line G4,Sweden,se,Mikael,A2_2,Accepted,Major,PROD659,2011/12/9 11:12,1-607520800
Org line G4,Sweden,se,Mikael,A2_2,Completed,Major,PROD659,2012/3/19 15:07,1-607520800
Org line A2,Sweden,se,Agneta,A2_3,Accepted,Medium,PROD831,2012/2/13 13:57,1-672740630
Org line A2,Sweden,se,Agneta,A2_3,Accepted,Medium,PROD831,2012/2/13 13:58,1-672740630
Org line A2,Sweden,se,Agneta,A2_3,Completed,Medium,PROD831,2012/3/5 14:02,1-672740630
Org line G3,USA,us,Carolyn,A2_3,Accepted,Medium,PROD97,2010/5/4 16:15,1-371498622
Org line G3,USA,us,Carolyn,A2_3,Queued,Medium,PROD97,2010/5/4 16:23,1-371498622
Org line G3,Sweden,us,Naga,A2_3,Accepted,Medium,PROD97,2010/5/4 16:24,1-371498622
Org line G3,USA,us,Carolyn,A2_3,Accepted,Medium,PROD97,2010/5/4 16:27,1-371498622
Org line G3,POLAND,us,Ewa,A2_3,Accepted,Medium,PROD97,2012/1/18 9:30,1-371498622
Org line G3,POLAND,us,Ewa,A2_3,Completed,Medium,PROD97,2012/1/18 9:31,1-371498622
Org line A2,Sweden,se,Ove,A2_1,Accepted,Medium,PROD823,2011/8/17 13:01,1-553276916
Org line A2,Sweden,se,Ove,A2_1,Completed,Medium,PROD823,2011/9/1 15:21,1-553276916
Org line A2,Sweden,se,Ove,A2_1,Accepted,Medium,PROD823,2012/2/15 16:28,1-553276916
Org line A2,Sweden,se,Ove,A2_1,Accepted,Medium,PROD823,2012/3/28 11:51,1-553276916
Org line A2,Sweden,se,Ove,A2_1,Completed,Medium,PROD823,2012/3/28 11:52,1-553276916
Org line B,Brazil,br,Valdir,E_6,Accepted,Medium,PROD119,2012/1/27 22:26,1-654403938
Org line B,Brazil,br,Valdir,E_6,Queued,Medium,PROD119,2012/1/27 22:29,1-654403938
Org line A2,Brazil,br,Henrique,A2_2,Queued,Medium,PROD119,2012/2/4 9:17,1-654403938
Org line A2,Brazil,br,Carlos,A2_3,Queued,Medium,PROD119,2012/2/10 12:31,1-654403938
Org line A2,Brazil,br,Marcelo,A2_3,Accepted,Medium,PROD119,2012/2/10 15:48,1-654403938
Org line A2,Brazil,br,Marcelo,A2_3,Completed,Medium,PROD119,2012/3/14 12:41,1-654403938
Org line G4,Sweden,se,Marco,A2_3,Accepted,Medium,PROD412,2012/2/2 9:49,1-657768145
Org line G4,Sweden,se,Marco,A2_3,Accepted,Medium,PROD412,2012/2/2 10:09,1-657768145
Org line G4,Sweden,se,Marco,A2_3,Completed,Medium,PROD412,2012/2/15 13:30,1-657768145
Org line C,Sweden,se,Gitt,E_2,Accepted,Medium,PROD327,2012/4/12 13:35,1-717222893
Org line C,Sweden,se,Gitt,E_2,Queued,Medium,PROD327,2012/4/12 13:40,1-717222893
Org line C,Sweden,se,Alexander,E_2,Accepted,Medium,PROD327,2012/4/13 14:10,1-717222893
Org line C,Sweden,se,Alexander,E_2,Completed,Medium,PROD327,2012/4/13 14:13,1-717222893
Org line G4,Sweden,se,Samira,C_6,Accepted,High,PROD448,2011/10/11 13:38,1-584776062
Org line G4,Sweden,se,Samira,C_6,Accepted,High,PROD448,2011/12/9 9:26,1-584776062
Org line G4,Sweden,se,Samira,C_6,Completed,High,PROD448,2012/2/15 16:20,1-584776062
Org line C,France,fr,Celine,V3_3,Accepted,Major,PROD793,2010/4/29 7:23,1-370436092
Org line C,France,fr,Celine,V3_3,Queued,Major,PROD793,2010/4/29 7:23,1-370436092
Org line C,France,fr,Celine,V3_3,Accepted,Major,PROD793,2010/5/4 12:28,1-370436092
Org line C,France,fr,Celine,V3_3,Accepted,Major,PROD793,2010/11/9 17:47,1-370436092
Org line C,France,fr,Marie Anne,V3_3,Accepted,Major,PROD793,2012/4/24 16:21,1-370436092
Org line C,France,fr,Marie Anne,V3_3,Accepted,Major,PROD793,2012/4/25 17:07,1-370436092
Org line C,France,fr,Marie Anne,V3_3,Completed,Major,PROD793,2012/4/25 17:07,1-370436092
Org line F,Sweden,se,Peder,V3_3,Accepted,Major,PROD186,2012/5/28 13:53,1-751006831
Org line F,Sweden,se,Peder,V3_3,Completed,Major,PROD186,2012/5/31 15:16,1-751006831
Org line F,Sweden,se,Peder,V3_3,Accepted,Major,PROD186,2012/5/31 21:44,1-751006831
Org line F,Sweden,se,Peder,V3_3,Completed,Major,PROD186,2012/5/31 21:48,1-751006831
Org line F,Sweden,se,Peder,V3_3,Accepted,Major,PROD186,2012/5/31 21:48,1-751006831
Org line C,Sweden,se,Ulrik,E_6,Accepted,Major,PROD186,2012/5/31 21:49,1-751006831
Org line C,Sweden,se,Peder,E_6,Accepted,Major,PROD186,2012/5/31 21:49,1-751006831
Org line C,Sweden,se,Peder,E_6,Completed,Major,PROD186,2012/5/31 21:49,1-751006831
Org line G3,USA,us,Carolyn,E_8,Accepted,Medium,PROD96,2010/6/4 15:57,1-378054711
Org line G3,USA,us,Carolyn,E_8,Queued,Medium,PROD96,2010/6/4 15:59,1-378054711
Org line G3,Sweden,us,Kannan,E_8,Accepted,Medium,PROD96,2010/6/4 16:08,1-378054711
Org line G3,USA,us,Carolyn,E_8,Accepted,Medium,PROD96,2010/6/4 16:08,1-378054711
Org line G3,POLAND,us,Ewa,E_8,Accepted,Medium,PROD96,2012/1/30 11:50,1-378054711
Org line G3,POLAND,us,Ewa,E_8,Completed,Medium,PROD96,2012/1/30 11:51,1-378054711
Org line C,Sweden,se,Inger,C_3,Accepted,Medium,PROD325,2012/4/9 6:37,1-712856449
Org line C,Sweden,se,Inger,C_3,Queued,Medium,PROD325,2012/4/9 6:39,1-712856449
Org line C,INDIA,se,Amar,C_3,Accepted,Medium,PROD325,2012/4/9 7:02,1-712856449
Org line C,INDIA,se,Amar,C_3,Completed,Medium,PROD325,2012/4/16 9:59,1-712856449
Org line G4,Sweden,se,H?kan,A2_4,Accepted,Medium,PROD397,2012/1/26 7:21,1-652874271
Org line G4,Sweden,se,H?kan,A2_4,Completed,Medium,PROD397,2012/4/2 15:10,1-652874271
Org line C,Sweden,se,Praveen,E_10,Accepted,High,PROD802,2012/3/29 14:39,1-704977245
Org line C,Sweden,se,Praveen,E_10,Queued,High,PROD802,2012/3/29 14:49,1-704977245
Org line C,Sweden,se,Martin,C_6,Queued,High,PROD802,2012/3/29 15:05,1-704977245
Org line C,Sweden,se,Jonas,C_6,Accepted,High,PROD802,2012/4/25 15:43,1-704977245
Org line C,Sweden,se,Martin,C_6,Queued,High,PROD802,2012/4/25 15:57,1-704977245
Org line C,France,se,Fabien,C_6,Accepted,High,PROD802,2012/4/27 6:58,1-704977245
Org line C,France,se,Fabien,C_6,Completed,High,PROD802,2012/4/27 6:59,1-704977245
Org line C,Sweden,se,Ann-Charlotte,E_10,Accepted,Low,PROD802,2011/10/31 22:40,1-599157751
Org line C,Sweden,se,Ann-Charlotte,E_10,Queued,Low,PROD802,2011/10/31 22:48,1-599157751
Org line C,Sweden,se,Marcus,E_10,Accepted,Low,PROD802,2011/11/18 6:31,1-599157751
Org line C,Sweden,se,Martin,C_6,Queued,Low,PROD802,2011/11/18 6:34,1-599157751
Org line C,Sweden,se,Lennart,C_6,Accepted,Low,PROD802,2011/11/18 9:43,1-599157751
Org line C,Sweden,se,Lennart,C_6,Completed,Low,PROD802,2012/4/11 8:03,1-599157751
Org line G3,USA,us,Carolyn,C_6,Accepted,Medium,PROD97,2011/7/15 7:02,1-541566505
Org line G3,USA,us,Carolyn,C_6,Queued,Medium,PROD97,2011/7/15 7:12,1-541566505
Org line G3,Sweden,us,Padmanabha,C_6,Accepted,Medium,PROD97,2011/7/15 7:14,1-541566505
Org line G3,USA,us,Carolyn,C_6,Accepted,Medium,PROD97,2011/7/15 7:14,1-541566505
Org line G3,POLAND,us,Ewa,C_6,Accepted,Medium,PROD97,2012/2/6 20:33,1-541566505
Org line G3,POLAND,us,Ewa,C_6,Completed,Medium,PROD97,2012/2/6 20:34,1-541566505
Org line G3,POLAND,us,Ewa,C_6,Accepted,High,PROD97,2012/5/15 15:35,1-745528120
Org line G3,POLAND,us,Ewa,C_6,Completed,High,PROD97,2012/5/15 15:38,1-745528120
Org line G4,Sweden,se,Joakim,C_6,Accepted,Medium,PROD374,2011/2/23 16:45,1-502769178
Org line G4,Sweden,se,Joakim,C_6,Accepted,Medium,PROD374,2011/2/23 16:52,1-502769178
Org line G4,Sweden,se,Joakim,C_6,Accepted,Medium,PROD374,2011/5/4 8:05,1-502769178
Org line G4,Sweden,se,Joakim,C_6,Queued,Medium,PROD374,2011/9/5 8:10,1-502769178
Org line G4,Sweden,se,Mikael,C_6,Accepted,Medium,PROD374,2011/10/20 7:58,1-502769178
Org line G4,Sweden,se,Mikael,C_6,Accepted,Medium,PROD374,2012/1/8 1:14,1-502769178
Org line G4,Sweden,se,Mikael,C_6,Completed,Medium,PROD374,2012/1/25 10:20,1-502769178
Org line C,Sweden,se,Curt,E_1,Accepted,Medium,PROD153,2011/11/22 23:54,1-614378787
Org line C,Sweden,se,Curt,E_1,Queued,Medium,PROD153,2011/11/23 0:06,1-614378787
Org line C,Sweden,se,Curt,C_1,Accepted,Medium,PROD153,2012/3/15 8:49,1-614378787
Org line C,Sweden,se,Curt,C_1,Completed,Medium,PROD153,2012/3/15 8:50,1-614378787
Org line A2,Sweden,cn,Tomas,A2_2,Queued,Medium,PROD681,2012/3/8 15:17,1-694899814
Org line A2,Sweden,cn,Tomas,A2_2,Accepted,Medium,PROD681,2012/5/3 7:16,1-694899814
Org line A2,Sweden,cn,Tomas,A2_2,Completed,Medium,PROD681,2012/5/3 7:20,1-694899814
Org line C,Sweden,us,Bjarne,E_4,Accepted,Medium,PROD794,2011/11/23 6:06,1-614451236
Org line C,Sweden,us,Bjarne,E_4,Completed,Medium,PROD794,2012/3/20 12:47,1-614451236
Org line G3,USA,us,Carolyn,E_4,Accepted,Medium,PROD98,2011/4/14 13:36,1-517002080
Org line G3,USA,us,Carolyn,E_4,Queued,Medium,PROD98,2011/4/14 13:38,1-517002080
Org line G3,Sweden,us,Padmanabha,E_4,Accepted,Medium,PROD98,2011/4/14 15:10,1-517002080
Org line G3,USA,us,Carolyn,E_4,Accepted,Medium,PROD98,2011/4/14 15:10,1-517002080
Org line G3,POLAND,us,Ewa,E_4,Accepted,Medium,PROD98,2012/1/30 12:06,1-517002080
Org line G3,POLAND,us,Ewa,E_4,Completed,Medium,PROD98,2012/1/30 12:07,1-517002080
Org line C,Sweden,se,Raul,E_6,Accepted,Medium,PROD383,2012/3/26 13:42,1-702501532
Org line C,Sweden,se,Raul,E_6,Queued,Medium,PROD383,2012/4/2 10:01,1-702501532
Org line C,Sweden,se,Raul,E_6,Accepted,Medium,PROD383,2012/4/2 13:21,1-702501532
Org line C,Sweden,se,Raul,E_6,Completed,Medium,PROD383,2012/4/25 12:15,1-702501532
Org line G3,POLAND,us,Ewa,E_6,Accepted,Medium,PROD97,2011/12/2 11:09,1-619087129
Org line G3,POLAND,us,Ewa,E_6,Completed,Medium,PROD97,2012/1/3 10:10,1-619087129
Org line C,Sweden,in,Roger,E_8,Accepted,Major,PROD474,2012/1/17 14:34,1-643685396
Org line C,Sweden,in,Roger,E_8,Completed,Major,PROD474,2012/1/17 14:37,1-643685396
Org line C,Sweden,in,Roger,E_8,Accepted,Major,PROD474,2012/1/20 7:38,1-643685396
Org line C,Sweden,in,Roger,E_8,Completed,Major,PROD474,2012/2/2 15:49,1-643685396
Org line C,Sweden,in,Roger,E_8,Accepted,Major,PROD474,2012/2/6 9:47,1-643685396
Org line C,Sweden,in,Roger,E_8,Completed,Major,PROD474,2012/2/6 10:19,1-643685396
Org line A2,Sweden,in,Harikumar,D_1,Accepted,Medium,PROD611,2011/5/12 9:42,1-525132931
Org line A2,Sweden,in,Harikumar,D_1,Accepted,Medium,PROD611,2011/5/16 13:43,1-525132931
Org line A2,INDIA,in,Sreehari,D_1,Accepted,Medium,PROD611,2012/3/30 15:15,1-525132931
Org line A2,INDIA,in,Sreehari,D_1,Accepted,Medium,PROD611,2012/3/30 15:16,1-525132931
Org line A2,INDIA,in,Sreehari,D_1,Completed,Medium,PROD611,2012/5/10 15:14,1-525132931
Org line V2,Sweden,se,Marie,D_1,Accepted,Low,PROD421,2011/3/23 15:00,1-509915742
Org line V2,Sweden,se,Marie,D_1,Completed,Low,PROD421,2012/2/27 14:29,1-509915742
Org line G4,Sweden,se,Peter,D_1,Accepted,Medium,PROD286,2011/10/24 13:22,1-593751721
Org line G4,Sweden,se,Peter,D_1,Completed,Medium,PROD286,2012/1/3 15:03,1-593751721
Org line G4,Sweden,se,Roland,D_1,Accepted,Medium,PROD374,2012/2/28 15:30,1-689525975
Org line G4,Sweden,se,Roland,D_1,Accepted,Medium,PROD374,2012/2/28 17:05,1-689525975
Org line G4,Sweden,se,Roland,D_1,Completed,Medium,PROD374,2012/3/30 8:00,1-689525975
Org line C,Sweden,us,Bengt,E_4,Accepted,High,PROD219,2010/12/22 12:09,1-432687815
Org line C,Sweden,us,Bengt,E_4,Accepted,High,PROD219,2010/12/22 12:16,1-432687815
Org line C,Sweden,us,Bengt,E_4,Accepted,High,PROD219,2011/8/31 9:03,1-432687815
Org line C,Sweden,us,Bengt,E_4,Completed,High,PROD219,2012/4/2 8:35,1-432687815
Org line A2,POLAND,pl,Michal,A2_1,Accepted,Medium,PROD791,2011/6/21 10:01,1-535418135
Org line A2,POLAND,pl,Michal,A2_1,Accepted,Medium,PROD791,2011/7/28 12:22,1-535418135
Org line A2,POLAND,pl,Michal,A2_1,Accepted,Medium,PROD791,2011/7/28 12:24,1-535418135
Org line A2,POLAND,pl,Michal,A2_1,Accepted,Medium,PROD791,2012/1/19 14:23,1-535418135
Org line A2,POLAND,pl,Michal,A2_1,Completed,Medium,PROD791,2012/1/19 14:25,1-535418135
Org line A2,Sweden,pl,Hannes,A2_2,Accepted,Medium,PROD604,2011/9/22 15:23,1-576984464
Org line A2,Sweden,pl,Hannes,A2_2,Queued,Medium,PROD604,2011/9/22 15:29,1-576984464
Org line C,Sweden,pl,Per,E_6,Queued,Medium,PROD604,2011/9/23 13:56,1-576984464
Org line A2,POLAND,pl,Jaroslaw,D_1,Queued,Medium,PROD604,2011/10/5 7:08,1-576984464
Org line A2,INDIA,pl,Jayesh,D_1,Queued,Medium,PROD604,2011/10/12 8:51,1-576984464
Org line A2,Sweden,pl,Prashanth,D_1,Accepted,Medium,PROD604,2011/10/24 11:00,1-576984464
