case,activity,timestamp,resource,Att1,Att2,Att3,Att4,Att5,Att6,Att7,Att8,Att9
3328,Take in charge ticket,2012/7/10 16:00:22,Value 11,Value 1,Value 179,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
3328,Resolve ticket,2012/7/10 16:00:36,Value 11,Value 1,Value 179,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
3328,Closed,2012/9/7 16:00:40,Value 5,Value 1,Value 179,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
4074,Assign seriousness,2013/11/22 13:34:54,Value 1,Value 1,Value 99,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
4074,Take in charge ticket,2013/11/26 17:00:40,Value 2,Value 1,Value 99,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
4074,Wait,2013/12/5 16:12:58,Value 4,Value 1,Value 99,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
4074,Resolve ticket,2013/12/11 8:36:52,Value 4,Value 1,Value 99,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
4074,Closed,2013/12/26 8:37:07,Value 3,Value 1,Value 99,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
1004,Assign seriousness,2011/9/21 7:09:20,Value 1,Value 1,Value 27,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1004,Take in charge ticket,2011/9/26 8:52:05,Value 9,Value 1,Value 27,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1004,Resolve ticket,2011/9/27 10:29:02,Value 9,Value 1,Value 27,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1004,Closed,2011/10/22 7:10:49,Value 5,Value 1,Value 27,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1788,Assign seriousness,2013/7/31 10:34:03,Value 14,Value 1,Value 256,Value 1,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1
1788,Take in charge ticket,2013/7/31 10:37:25,Value 2,Value 1,Value 256,Value 1,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1
1788,Wait,2013/8/2 8:47:20,Value 2,Value 1,Value 256,Value 1,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1
1788,Resolve ticket,2013/8/27 15:55:28,Value 14,Value 1,Value 256,Value 1,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1
1788,Closed,2013/9/11 15:55:48,Value 3,Value 1,Value 256,Value 1,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1
4383,Assign seriousness,2013/6/18 12:18:19,Value 14,Value 1,Value 346,Value 1,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
4383,Take in charge ticket,2013/7/29 7:57:56,Value 2,Value 1,Value 346,Value 1,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
4383,Resolve ticket,2013/8/1 15:29:16,Value 12,Value 1,Value 346,Value 1,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
4383,Closed,2013/8/16 15:29:33,Value 3,Value 1,Value 346,Value 1,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
3074,Assign seriousness,2012/3/5 9:43:00,Value 1,Value 1,Value 16,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3074,Take in charge ticket,2012/3/6 8:45:12,Value 2,Value 1,Value 16,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3074,Resolve ticket,2012/3/13 14:58:07,Value 2,Value 1,Value 16,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3074,Closed,2012/4/5 8:50:47,Value 5,Value 1,Value 16,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3834,Assign seriousness,2011/12/28 8:13:11,Value 1,Value 1,Value 22,Value 2,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
3834,Take in charge ticket,2012/1/5 10:07:38,Value 2,Value 1,Value 22,Value 2,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
3834,Resolve ticket,2012/1/27 9:47:15,Value 2,Value 1,Value 22,Value 2,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
3834,Closed,2012/2/11 9:47:23,Value 5,Value 1,Value 22,Value 2,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
151,Assign seriousness,2010/2/10 10:25:33,Value 2,Value 1,Value 88,Value 3,Value 4,Value 1,Value 2,Value 1,Value 3,Value 3
151,Take in charge ticket,2010/2/10 10:33:38,Value 2,Value 1,Value 88,Value 3,Value 4,Value 1,Value 2,Value 1,Value 3,Value 3
151,Resolve ticket,2010/2/10 10:33:49,Value 2,Value 1,Value 88,Value 3,Value 4,Value 1,Value 2,Value 1,Value 3,Value 3
151,Closed,2010/3/13 10:30:26,Value 5,Value 1,Value 88,Value 3,Value 4,Value 1,Value 2,Value 1,Value 3,Value 3
4188,Assign seriousness,2011/12/2 9:40:23,Value 1,Value 1,Value 244,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
4188,Take in charge ticket,2011/12/23 15:35:25,Value 9,Value 1,Value 244,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
4188,Resolve ticket,2012/1/2 13:52:06,Value 9,Value 1,Value 244,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
4188,Closed,2012/1/17 13:52:26,Value 5,Value 1,Value 244,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
2605,Assign seriousness,2010/7/2 11:01:32,Value 2,Value 1,Value 143,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
2605,Wait,2010/7/5 16:25:56,Value 6,Value 1,Value 143,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
2605,Take in charge ticket,2010/8/5 7:41:03,Value 6,Value 1,Value 143,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
2605,Resolve ticket,2010/8/5 7:41:11,Value 6,Value 1,Value 143,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
2605,Closed,2010/8/20 7:41:29,Value 5,Value 1,Value 143,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
3411,Assign seriousness,2010/9/27 7:01:00,Value 9,Value 1,Value 5,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
3411,Take in charge ticket,2010/9/27 7:27:51,Value 2,Value 1,Value 5,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
3411,Resolve ticket,2010/9/28 15:07:31,Value 2,Value 1,Value 5,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
3411,Closed,2010/11/3 8:10:45,Value 5,Value 1,Value 5,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
2453,Assign seriousness,2010/4/26 10:19:07,Value 2,Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 1
2453,Take in charge ticket,2010/5/3 9:40:22,Value 6,Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 1
2453,Resolve ticket,2010/5/3 9:43:00,Value 6,Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 1
2453,Closed,2010/6/9 10:20:27,Value 5,Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 1
327,Assign seriousness,2010/4/12 9:39:32,Value 2,Value 1,Value 145,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 3
327,Take in charge ticket,2010/4/29 14:33:17,Value 2,Value 1,Value 145,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 3
327,Resolve ticket,2010/4/29 14:33:23,Value 2,Value 1,Value 145,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 3
327,Closed,2010/5/14 14:33:43,Value 5,Value 1,Value 145,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 3
2258,Assign seriousness,2012/6/14 16:01:33,Value 1,Value 1,Value 146,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
2258,Take in charge ticket,2012/6/15 7:51:02,Value 13,Value 1,Value 146,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
2258,Resolve ticket,2012/6/21 8:05:21,Value 13,Value 1,Value 146,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
2258,Closed,2012/7/22 16:01:48,Value 5,Value 1,Value 146,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
1179,Assign seriousness,2012/10/10 10:42:01,Value 1,Value 1,Value 62,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1
1179,Take in charge ticket,2012/10/10 15:22:17,Value 3,Value 1,Value 62,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1
1179,Wait,2012/10/16 8:55:52,Value 4,Value 1,Value 62,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1
1179,Resolve ticket,2012/11/9 16:00:57,Value 4,Value 1,Value 62,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1
1179,Closed,2012/11/24 16:01:14,Value 3,Value 1,Value 62,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1
4433,Take in charge ticket,2011/12/21 16:51:28,Value 1,Value 1,Value 34,Value 4,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
4433,Wait,2012/1/18 14:21:05,Value 13,Value 1,Value 34,Value 4,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
4433,Resolve ticket,2012/1/19 16:17:51,Value 13,Value 1,Value 34,Value 4,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
4433,Closed,2012/2/3 16:18:13,Value 5,Value 1,Value 34,Value 4,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
3189,Assign seriousness,2012/7/20 10:17:11,Value 1,Value 1,Value 16,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
3189,Take in charge ticket,2012/7/20 10:17:23,Value 1,Value 1,Value 16,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
3189,Resolve ticket,2012/7/25 9:34:12,Value 13,Value 1,Value 16,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
3189,Closed,2012/9/2 10:20:27,Value 5,Value 1,Value 16,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
564,Assign seriousness,2011/6/9 10:42:40,Value 8,Value 1,Value 194,Value 7,Value 1,Value 1,Value 2,Value 1,Value 1,Value 2
564,Take in charge ticket,2011/6/9 12:48:08,Value 8,Value 1,Value 194,Value 7,Value 1,Value 1,Value 2,Value 1,Value 1,Value 2
564,Resolve ticket,2011/6/17 8:50:28,Value 12,Value 1,Value 194,Value 7,Value 1,Value 1,Value 2,Value 1,Value 1,Value 2
564,Closed,2011/7/12 10:51:04,Value 5,Value 1,Value 194,Value 7,Value 1,Value 1,Value 2,Value 1,Value 1,Value 2
1835,Assign seriousness,2012/5/15 7:21:38,Value 1,Value 1,Value 176,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1835,Take in charge ticket,2012/5/18 9:50:44,Value 1,Value 1,Value 176,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1835,Resolve ticket,2012/5/23 14:47:24,Value 1,Value 1,Value 176,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1835,Closed,2012/6/15 7:32:04,Value 5,Value 1,Value 176,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3711,Assign seriousness,2011/7/11 7:22:13,Value 9,Value 1,Value 138,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
3711,Take in charge ticket,2011/7/11 7:22:33,Value 9,Value 1,Value 138,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
3711,Resolve ticket,2011/7/11 7:22:46,Value 9,Value 1,Value 138,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
3711,Closed,2011/9/1 7:30:39,Value 5,Value 1,Value 138,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
1880,Assign seriousness,2012/7/24 15:37:47,Value 1,Value 1,Value 59,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1880,Take in charge ticket,2012/7/27 10:54:27,Value 13,Value 1,Value 59,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1880,Resolve ticket,2012/8/3 10:43:46,Value 13,Value 1,Value 59,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1880,Closed,2012/9/8 15:40:32,Value 5,Value 1,Value 59,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
2164,Assign seriousness,2012/1/23 16:00:52,Value 4,Value 1,Value 58,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
2164,Take in charge ticket,2012/1/23 16:48:20,Value 13,Value 1,Value 58,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
2164,Resolve ticket,2012/1/25 14:44:46,Value 13,Value 1,Value 58,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
2164,Closed,2012/2/23 16:10:42,Value 5,Value 1,Value 58,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
2484,Assign seriousness,2012/7/11 15:41:44,Value 1,Value 1,Value 146,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
2484,Take in charge ticket,2012/7/11 15:41:52,Value 1,Value 1,Value 146,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
2484,Resolve ticket,2012/7/18 14:00:13,Value 1,Value 1,Value 146,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
2484,Closed,2012/9/2 15:50:27,Value 5,Value 1,Value 146,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
3771,Assign seriousness,2010/9/28 10:11:19,Value 2,Value 1,Value 282,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
3771,Take in charge ticket,2010/9/28 10:11:43,Value 2,Value 1,Value 282,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
3771,Wait,2010/9/28 10:13:23,Value 2,Value 1,Value 282,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
3771,Take in charge ticket,2010/9/30 10:42:03,Value 2,Value 1,Value 282,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
3771,Resolve ticket,2010/9/30 10:42:26,Value 2,Value 1,Value 282,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
3771,Closed,2010/10/30 10:42:46,Value 5,Value 1,Value 282,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
551,Assign seriousness,2012/7/18 10:53:53,Value 1,Value 1,Value 132,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 1
551,Take in charge ticket,2012/7/18 15:54:24,Value 6,Value 1,Value 132,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 1
551,Wait,2012/7/25 7:59:53,Value 6,Value 1,Value 132,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 1
551,Resolve ticket,2012/8/2 16:07:16,Value 13,Value 1,Value 132,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 1
551,Closed,2012/9/1 16:07:36,Value 5,Value 1,Value 132,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 1
2080,Assign seriousness,2012/7/23 7:31:01,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
2080,Take in charge ticket,2012/7/26 15:15:06,Value 4,Value 1,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
2080,Take in charge ticket,2012/7/26 15:24:59,Value 4,Value 1,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
2080,Resolve ticket,2012/8/30 12:03:44,Value 4,Value 1,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
2080,Closed,2012/9/14 12:03:59,Value 3,Value 1,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1812,Assign seriousness,2013/2/1 9:18:07,Value 1,Value 1,Value 65,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1812,Take in charge ticket,2013/2/19 8:00:37,Value 2,Value 1,Value 65,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1812,Resolve ticket,2013/2/19 9:04:50,Value 2,Value 1,Value 65,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1812,Closed,2013/3/6 9:05:07,Value 3,Value 1,Value 65,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
774,Assign seriousness,2010/10/14 8:35:49,Value 2,Value 1,Value 150,Value 3,Value 1,Value 4,Value 3,Value 1,Value 1,Value 1
774,Assign seriousness,2010/10/14 8:36:10,Value 2,Value 1,Value 150,Value 3,Value 1,Value 4,Value 3,Value 1,Value 1,Value 1
774,Take in charge ticket,2010/10/14 8:36:18,Value 2,Value 1,Value 150,Value 3,Value 1,Value 4,Value 3,Value 1,Value 1,Value 1
774,Resolve ticket,2010/10/15 6:54:51,Value 2,Value 1,Value 150,Value 3,Value 1,Value 4,Value 3,Value 1,Value 1,Value 1
774,Closed,2010/11/17 9:40:40,Value 5,Value 1,Value 150,Value 3,Value 1,Value 4,Value 3,Value 1,Value 1,Value 1
4412,Insert ticket,2010/4/7 15:18:14,Value 12,Value 1,Value 35,Value 3,Value 4,Value 2,Value 3,Value 2,Value 3,Value 1
4412,Assign seriousness,2010/4/7 15:18:34,Value 12,Value 1,Value 35,Value 3,Value 4,Value 2,Value 3,Value 2,Value 3,Value 1
4412,Take in charge ticket,2010/4/7 15:39:32,Value 12,Value 1,Value 35,Value 3,Value 4,Value 2,Value 3,Value 2,Value 3,Value 1
4412,Resolve ticket,2010/4/9 15:14:37,Value 12,Value 1,Value 35,Value 3,Value 4,Value 2,Value 3,Value 2,Value 3,Value 1
4412,Closed,2010/5/14 15:20:47,Value 5,Value 1,Value 35,Value 3,Value 4,Value 2,Value 3,Value 2,Value 3,Value 1
4562,Assign seriousness,2012/1/17 11:12:49,Value 9,Value 1,Value 22,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
4562,Take in charge ticket,2012/1/17 11:13:09,Value 9,Value 1,Value 22,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
4562,Take in charge ticket,2012/2/8 14:55:58,Value 9,Value 1,Value 22,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
4562,Resolve ticket,2012/2/10 14:01:52,Value 9,Value 1,Value 22,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
4562,Closed,2012/2/25 14:02:07,Value 5,Value 1,Value 22,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
2024,Assign seriousness,2012/6/8 8:14:40,Value 1,Value 1,Value 28,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
2024,Take in charge ticket,2012/6/20 15:13:31,Value 9,Value 1,Value 28,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
2024,Wait,2012/6/26 8:44:00,Value 9,Value 1,Value 28,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
2024,Resolve ticket,2012/6/29 12:50:36,Value 9,Value 1,Value 28,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
2024,Closed,2012/7/14 12:50:48,Value 5,Value 1,Value 28,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
361,Assign seriousness,2013/9/5 7:28:49,Value 18,Value 1,Value 22,Value 12,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
361,Take in charge ticket,2013/9/9 9:09:39,Value 2,Value 1,Value 22,Value 12,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
361,Wait,2013/9/9 13:09:15,Value 18,Value 1,Value 22,Value 12,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
361,Resolve ticket,2013/9/26 9:18:39,Value 18,Value 1,Value 22,Value 12,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
361,Take in charge ticket,2013/9/30 15:37:05,Value 18,Value 1,Value 22,Value 12,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
361,Wait,2013/10/4 13:37:40,Value 18,Value 1,Value 22,Value 12,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
361,Resolve ticket,2013/10/14 13:26:42,Value 18,Value 1,Value 22,Value 12,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
361,Closed,2013/10/29 14:26:59,Value 3,Value 1,Value 22,Value 12,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3480,Assign seriousness,2012/5/7 14:59:09,Value 9,Value 1,Value 252,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
3480,Resolve ticket,2012/5/7 15:23:01,Value 9,Value 1,Value 252,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
3480,Closed,2012/6/28 15:00:28,Value 5,Value 1,Value 252,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
2514,Assign seriousness,2013/2/7 10:49:18,Value 1,Value 1,Value 211,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
2514,Take in charge ticket,2013/2/7 16:26:53,Value 2,Value 1,Value 211,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
2514,Wait,2013/2/11 9:21:37,Value 9,Value 1,Value 211,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
2514,Wait,2013/2/12 11:14:07,Value 4,Value 1,Value 211,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
2514,Resolve ticket,2013/3/12 8:56:42,Value 4,Value 1,Value 211,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
2514,Closed,2013/3/27 8:57:01,Value 3,Value 1,Value 211,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
257,Assign seriousness,2011/1/28 11:42:47,Value 8,Value 1,Value 126,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
257,Take in charge ticket,2011/2/9 13:50:46,Value 8,Value 1,Value 126,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
257,Resolve ticket,2011/2/9 13:50:56,Value 8,Value 1,Value 126,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
257,Closed,2011/3/13 11:50:25,Value 5,Value 1,Value 126,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
1863,Assign seriousness,2010/10/26 8:21:52,Value 7,Value 1,Value 22,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1863,Take in charge ticket,2010/10/26 8:27:12,Value 7,Value 1,Value 22,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1863,Resolve ticket,2010/10/26 8:27:22,Value 7,Value 1,Value 22,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1863,Closed,2010/12/12 9:30:54,Value 5,Value 1,Value 22,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3720,Assign seriousness,2011/4/1 12:09:30,Value 8,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 4
3720,Take in charge ticket,2011/4/6 13:14:56,Value 16,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 4
3720,Resolve ticket,2011/4/6 13:17:47,Value 16,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 4
3720,Closed,2011/5/30 12:10:52,Value 5,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 4
162,Assign seriousness,2011/10/4 15:47:43,Value 1,Value 1,Value 93,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
162,Assign seriousness,2011/10/7 13:29:10,Value 2,Value 1,Value 93,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
162,Resolve ticket,2011/10/7 13:30:00,Value 2,Value 1,Value 93,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
162,Closed,2011/11/17 16:52:25,Value 5,Value 1,Value 93,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
2021,Assign seriousness,2013/3/1 15:10:16,Value 4,Value 1,Value 146,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
2021,Take in charge ticket,2013/3/1 16:32:18,Value 2,Value 1,Value 146,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
2021,Wait,2013/3/1 16:34:20,Value 2,Value 1,Value 146,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
2021,Resolve ticket,2013/4/8 9:53:12,Value 2,Value 1,Value 146,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
2021,Closed,2013/4/23 9:53:29,Value 3,Value 1,Value 146,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
1600,Assign seriousness,2011/10/24 9:55:40,Value 1,Value 1,Value 27,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1600,Take in charge ticket,2011/10/24 9:56:20,Value 1,Value 1,Value 27,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1600,Resolve ticket,2011/10/24 15:24:27,Value 1,Value 1,Value 27,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1600,Closed,2011/12/9 11:00:49,Value 5,Value 1,Value 27,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1407,Assign seriousness,2013/11/18 16:26:36,Value 18,Value 1,Value 200,Value 7,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1407,Take in charge ticket,2013/12/4 8:10:19,Value 1,Value 1,Value 200,Value 7,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1407,Wait,2013/12/4 8:11:48,Value 1,Value 1,Value 200,Value 7,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1407,Take in charge ticket,2013/12/4 9:21:52,Value 14,Value 1,Value 200,Value 7,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1407,Wait,2013/12/4 9:23:26,Value 14,Value 1,Value 200,Value 7,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1407,Resolve ticket,2013/12/10 10:29:54,Value 14,Value 1,Value 200,Value 7,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1407,Closed,2013/12/25 10:30:06,Value 3,Value 1,Value 200,Value 7,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1557,Assign seriousness,2010/8/10 7:35:43,Value 12,Value 1,Value 13,Value 3,Value 4,Value 2,Value 3,Value 1,Value 1,Value 2
1557,Assign seriousness,2010/8/17 15:37:56,Value 10,Value 1,Value 13,Value 3,Value 4,Value 2,Value 3,Value 1,Value 1,Value 2
1557,Take in charge ticket,2010/9/3 14:00:24,Value 7,Value 1,Value 13,Value 3,Value 4,Value 2,Value 3,Value 1,Value 1,Value 2
1557,Wait,2010/9/3 14:00:38,Value 7,Value 1,Value 13,Value 3,Value 4,Value 2,Value 3,Value 1,Value 1,Value 2
1557,Take in charge ticket,2010/9/6 8:48:33,Value 7,Value 1,Value 13,Value 3,Value 4,Value 2,Value 3,Value 1,Value 1,Value 2
1557,Resolve ticket,2010/9/6 8:51:51,Value 7,Value 1,Value 13,Value 3,Value 4,Value 2,Value 3,Value 1,Value 1,Value 2
1557,Take in charge ticket,2010/9/6 10:19:16,Value 7,Value 1,Value 13,Value 3,Value 4,Value 2,Value 3,Value 1,Value 1,Value 2
