case,activity,timestamp,resource,Att1,Att2,Att3,Att4,Att5,Att6,Att7,Att8,Att9
1364,Require upgrade,2013/6/12 9:47:38,Value 2,Value 1,Value 150,Value 4,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
1364,Resolve ticket,2013/6/21 7:13:49,Value 2,Value 1,Value 150,Value 4,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
1364,Closed,2013/7/6 7:14:08,Value 3,Value 1,Value 150,Value 4,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
3736,Take in charge ticket,2012/3/29 10:18:54,Value 4,Value 1,Value 28,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
3736,Resolve ticket,2012/3/29 10:51:32,Value 4,Value 1,Value 28,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
3736,Closed,2012/5/21 10:21:06,Value 5,Value 1,Value 28,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
1340,Assign seriousness,2010/7/27 13:32:52,Value 2,Value 1,Value 45,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
1340,Take in charge ticket,2010/7/27 13:41:21,Value 11,Value 1,Value 45,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
1340,Resolve ticket,2010/7/27 13:41:28,Value 11,Value 1,Value 45,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
1340,Closed,2010/9/9 13:40:21,Value 5,Value 1,Value 45,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
641,Take in charge ticket,2012/5/21 7:22:45,Value 1,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
641,Resolve ticket,2012/5/31 12:47:04,Value 16,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
641,Closed,2012/7/4 7:30:22,Value 5,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
1146,Assign seriousness,2011/4/4 10:13:39,Value 2,Value 1,Value 107,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1146,Take in charge ticket,2011/4/4 10:14:04,Value 2,Value 1,Value 107,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1146,Resolve ticket,2011/4/4 10:16:27,Value 2,Value 1,Value 107,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1146,Closed,2011/5/5 10:20:21,Value 5,Value 1,Value 107,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
344,Assign seriousness,2012/1/19 17:02:37,Value 1,Value 1,Value 149,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
344,Take in charge ticket,2012/1/19 17:02:55,Value 1,Value 1,Value 149,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
344,Resolve ticket,2012/1/20 14:47:10,Value 13,Value 1,Value 149,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
344,Closed,2012/2/21 17:02:30,Value 5,Value 1,Value 149,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3103,Assign seriousness,2013/6/3 12:19:57,Value 1,Value 1,Value 13,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
3103,Take in charge ticket,2013/6/4 10:16:03,Value 2,Value 1,Value 13,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
3103,Require upgrade,2013/6/11 6:57:54,Value 4,Value 1,Value 13,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
3103,Resolve ticket,2013/7/16 12:06:37,Value 4,Value 1,Value 13,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
3103,Closed,2013/7/31 12:06:50,Value 3,Value 1,Value 13,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
2763,Assign seriousness,2011/10/10 15:58:35,Value 1,Value 1,Value 3,Value 12,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
2763,Resolve ticket,2011/10/11 15:36:01,Value 13,Value 1,Value 3,Value 12,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
2763,Resolve ticket,2011/10/11 15:36:01,Value 13,Value 1,Value 3,Value 12,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
2763,Closed,2011/11/25 17:00:23,Value 5,Value 1,Value 3,Value 12,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
2014,Assign seriousness,2012/6/7 7:09:55,Value 1,Value 1,Value 90,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
2014,Take in charge ticket,2012/6/18 10:44:34,Value 9,Value 1,Value 90,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
2014,Wait,2012/6/20 12:44:40,Value 9,Value 1,Value 90,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
2014,Resolve ticket,2012/6/29 10:27:33,Value 9,Value 1,Value 90,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
2014,Closed,2012/7/18 14:50:32,Value 5,Value 1,Value 90,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
2573,Assign seriousness,2012/6/7 7:13:11,Value 1,Value 1,Value 71,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 4
2573,Take in charge ticket,2012/6/7 13:27:14,Value 6,Value 1,Value 71,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 4
2573,Resolve ticket,2012/6/7 13:35:21,Value 17,Value 1,Value 71,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 4
2573,Closed,2012/7/21 7:20:57,Value 5,Value 1,Value 71,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 4
3848,Assign seriousness,2011/6/1 14:08:40,Value 8,Value 1,Value 142,Value 3,Value 1,Value 2,Value 2,Value 3,Value 1,Value 1
3848,Take in charge ticket,2011/6/1 14:09:03,Value 8,Value 1,Value 142,Value 3,Value 1,Value 2,Value 2,Value 3,Value 1,Value 1
3848,Wait,2011/6/1 14:40:09,Value 8,Value 1,Value 142,Value 3,Value 1,Value 2,Value 2,Value 3,Value 1,Value 1
3848,Take in charge ticket,2011/6/15 8:36:55,Value 8,Value 1,Value 142,Value 3,Value 1,Value 2,Value 2,Value 3,Value 1,Value 1
3848,Resolve ticket,2011/6/15 8:37:03,Value 8,Value 1,Value 142,Value 3,Value 1,Value 2,Value 2,Value 3,Value 1,Value 1
3848,Closed,2011/7/15 8:37:18,Value 5,Value 1,Value 142,Value 3,Value 1,Value 2,Value 2,Value 3,Value 1,Value 1
3186,Assign seriousness,2013/5/23 14:14:26,Value 14,Value 1,Value 65,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3186,Take in charge ticket,2013/6/10 8:00:11,Value 2,Value 1,Value 65,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3186,Wait,2013/6/11 6:57:19,Value 4,Value 1,Value 65,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3186,Resolve ticket,2013/6/12 11:00:50,Value 4,Value 1,Value 65,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3186,Closed,2013/6/27 11:01:14,Value 3,Value 1,Value 65,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
4545,Assign seriousness,2012/3/29 13:55:12,Value 1,Value 1,Value 174,Value 18,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
4545,Take in charge ticket,2012/3/29 13:55:42,Value 1,Value 1,Value 174,Value 18,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
4545,Wait,2012/4/10 9:28:01,Value 2,Value 1,Value 174,Value 18,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
4545,Resolve ticket,2012/4/20 13:23:29,Value 9,Value 1,Value 174,Value 18,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
4545,Closed,2012/5/27 8:00:23,Value 5,Value 1,Value 174,Value 18,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1487,Assign seriousness,2013/2/19 13:18:32,Value 1,Value 1,Value 11,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1487,Take in charge ticket,2013/3/25 14:30:27,Value 4,Value 1,Value 11,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1487,Resolve ticket,2013/3/25 16:08:02,Value 4,Value 1,Value 11,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1487,Closed,2013/4/9 15:08:20,Value 3,Value 1,Value 11,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
251,Assign seriousness,2012/6/26 14:50:34,Value 1,Value 1,Value 49,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
251,Take in charge ticket,2012/7/3 7:44:06,Value 9,Value 1,Value 49,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
251,Resolve ticket,2012/7/6 8:50:50,Value 9,Value 1,Value 49,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
251,Closed,2012/7/27 15:00:21,Value 5,Value 1,Value 49,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3059,Assign seriousness,2012/11/9 8:06:02,Value 1,Value 1,Value 56,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3059,Take in charge ticket,2012/11/9 8:24:54,Value 2,Value 1,Value 56,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3059,Require upgrade,2012/11/9 9:45:18,Value 4,Value 1,Value 56,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3059,Resolve ticket,2012/12/7 11:48:17,Value 4,Value 1,Value 56,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3059,Closed,2012/12/22 11:48:34,Value 3,Value 1,Value 56,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
416,Assign seriousness,2010/7/9 7:52:27,Value 19,Value 1,Value 163,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
416,Take in charge ticket,2010/8/6 15:25:41,Value 9,Value 1,Value 163,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
416,Resolve ticket,2010/8/6 15:26:20,Value 9,Value 1,Value 163,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
416,Closed,2010/8/21 15:26:40,Value 5,Value 1,Value 163,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
4537,Assign seriousness,2013/8/9 8:25:24,Value 4,Value 1,Value 211,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
4537,Take in charge ticket,2013/8/26 9:03:17,Value 2,Value 1,Value 211,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
4537,Resolve ticket,2013/8/26 9:50:05,Value 2,Value 1,Value 211,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
4537,Closed,2013/9/10 9:50:25,Value 3,Value 1,Value 211,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3785,Assign seriousness,2012/6/1 13:33:15,Value 1,Value 1,Value 284,Value 12,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3785,Take in charge ticket,2012/6/5 7:51:27,Value 10,Value 1,Value 284,Value 12,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3785,Resolve ticket,2012/6/5 12:57:16,Value 10,Value 1,Value 284,Value 12,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3785,Closed,2012/7/4 13:41:23,Value 5,Value 1,Value 284,Value 12,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1520,Assign seriousness,2012/3/6 8:21:53,Value 1,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
1520,Take in charge ticket,2012/3/7 8:31:07,Value 6,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
1520,Resolve ticket,2012/3/13 14:17:40,Value 16,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
1520,Closed,2012/4/19 7:30:32,Value 5,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
112,Assign seriousness,2011/10/6 7:50:55,Value 1,Value 1,Value 68,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
112,Take in charge ticket,2011/10/7 14:03:47,Value 13,Value 1,Value 68,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
112,Resolve ticket,2011/10/14 14:44:32,Value 13,Value 1,Value 68,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
112,Closed,2011/11/8 9:00:20,Value 5,Value 1,Value 68,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
945,Assign seriousness,2011/9/27 10:35:27,Value 2,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
945,Assign seriousness,2011/9/27 11:02:40,Value 9,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
945,Take in charge ticket,2011/9/27 13:41:23,Value 9,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
945,Resolve ticket,2011/9/28 15:45:10,Value 9,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
945,Closed,2011/11/12 11:40:32,Value 5,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1929,Assign seriousness,2010/11/4 13:44:35,Value 2,Value 1,Value 321,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1929,Assign seriousness,2010/11/11 12:12:27,Value 7,Value 1,Value 321,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1929,Take in charge ticket,2010/11/15 14:04:35,Value 2,Value 1,Value 321,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1929,Resolve ticket,2010/11/17 11:52:42,Value 2,Value 1,Value 321,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1929,Closed,2010/12/7 13:50:21,Value 5,Value 1,Value 321,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3432,Assign seriousness,2012/4/27 14:43:11,Value 1,Value 1,Value 104,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
3432,Take in charge ticket,2012/4/30 13:33:09,Value 1,Value 1,Value 104,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
3432,Wait,2012/5/3 9:33:52,Value 1,Value 1,Value 104,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
3432,Resolve ticket,2012/5/3 12:22:42,Value 1,Value 1,Value 104,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
3432,Closed,2012/6/7 7:40:26,Value 5,Value 1,Value 104,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
4428,Assign seriousness,2010/8/13 9:14:03,Value 11,Value 1,Value 45,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 1
4428,Take in charge ticket,2010/8/13 9:24:35,Value 11,Value 1,Value 45,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 1
4428,Resolve ticket,2010/9/3 11:51:45,Value 11,Value 1,Value 45,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 1
4428,Closed,2010/9/18 11:52:10,Value 5,Value 1,Value 45,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 1
4494,Assign seriousness,2011/9/22 9:15:12,Value 1,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
4494,Take in charge ticket,2011/9/26 7:29:21,Value 16,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
4494,Resolve ticket,2011/9/26 9:14:14,Value 16,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
4494,Closed,2011/11/20 10:20:35,Value 5,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
1956,Assign seriousness,2011/8/23 15:25:49,Value 9,Value 1,Value 86,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1956,Take in charge ticket,2011/8/29 8:19:09,Value 2,Value 1,Value 86,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1956,Take in charge ticket,2011/9/6 9:09:54,Value 2,Value 1,Value 86,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1956,Resolve ticket,2011/9/6 9:14:43,Value 2,Value 1,Value 86,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1956,Closed,2011/9/23 15:30:34,Value 5,Value 1,Value 86,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
323,Assign seriousness,2013/11/26 13:37:33,Value 18,Value 1,Value 144,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
323,Take in charge ticket,2013/12/11 13:19:51,Value 2,Value 1,Value 144,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
323,Wait,2013/12/11 13:20:26,Value 2,Value 1,Value 144,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
323,Resolve ticket,2013/12/19 9:58:37,Value 2,Value 1,Value 144,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
323,Closed,2014/1/3 9:58:58,Value 3,Value 1,Value 144,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1156,Assign seriousness,2013/11/4 14:54:01,Value 14,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1156,Take in charge ticket,2013/11/20 8:38:45,Value 2,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1156,Wait,2013/11/20 9:10:39,Value 2,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1156,Resolve ticket,2013/12/19 10:02:24,Value 2,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1156,Closed,2014/1/3 10:02:38,Value 3,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3682,Assign seriousness,2011/3/1 16:54:03,Value 8,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
3682,Take in charge ticket,2011/3/1 16:55:09,Value 8,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
3682,Resolve ticket,2011/3/1 16:55:35,Value 8,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
3682,Closed,2011/4/14 16:01:18,Value 5,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
624,Assign seriousness,2013/10/24 10:09:08,Value 18,Value 1,Value 21,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
624,Take in charge ticket,2013/10/25 13:04:07,Value 20,Value 1,Value 21,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
624,Wait,2013/10/28 8:26:23,Value 20,Value 1,Value 21,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
624,Resolve ticket,2013/11/11 9:35:03,Value 20,Value 1,Value 21,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
624,Closed,2013/11/26 9:35:14,Value 3,Value 1,Value 21,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
511,Assign seriousness,2012/4/20 13:48:18,Value 1,Value 1,Value 60,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
511,Take in charge ticket,2012/4/27 10:48:24,Value 13,Value 1,Value 60,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
511,Resolve ticket,2012/5/3 10:11:09,Value 13,Value 1,Value 60,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
511,Closed,2012/5/23 13:50:20,Value 5,Value 1,Value 60,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
2556,Assign seriousness,2012/2/1 11:57:24,Value 2,Value 1,Value 143,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
2556,Take in charge ticket,2012/2/1 11:57:31,Value 2,Value 1,Value 143,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
2556,Resolve ticket,2012/2/1 13:22:24,Value 2,Value 1,Value 143,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
2556,Closed,2012/3/9 12:00:56,Value 5,Value 1,Value 143,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
3661,Assign seriousness,2012/3/13 9:50:46,Value 1,Value 1,Value 245,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
3661,Take in charge ticket,2012/3/13 9:50:56,Value 1,Value 1,Value 245,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
3661,Resolve ticket,2012/3/19 10:11:35,Value 1,Value 1,Value 245,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
3661,Closed,2012/4/20 9:00:23,Value 5,Value 1,Value 245,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
1499,Assign seriousness,2010/5/18 14:55:10,Value 2,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 3
1499,Take in charge ticket,2010/5/19 9:28:36,Value 16,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 3
1499,Wait,2010/5/19 10:31:11,Value 16,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 3
1499,Take in charge ticket,2010/5/19 13:25:26,Value 16,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 3
1499,Wait,2010/5/19 14:10:40,Value 16,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 3
1499,Take in charge ticket,2010/5/21 13:33:18,Value 16,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 3
1499,Wait,2010/5/21 13:44:25,Value 16,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 3
1499,Take in charge ticket,2010/5/27 7:28:34,Value 16,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 3
1499,Resolve ticket,2010/5/27 7:30:29,Value 16,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 3
1499,Take in charge ticket,2010/5/28 13:57:34,Value 16,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 3
1499,Wait,2010/5/28 14:24:06,Value 16,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 3
1499,Take in charge ticket,2010/6/4 12:14:15,Value 16,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 3
1499,Resolve ticket,2010/6/4 12:14:22,Value 16,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 3
1499,Closed,2010/6/19 12:14:37,Value 5,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 3
4413,Assign seriousness,2012/4/5 13:17:34,Value 4,Value 1,Value 252,Value 12,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
4413,Take in charge ticket,2012/4/6 14:25:08,Value 13,Value 1,Value 252,Value 12,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
4413,Resolve ticket,2012/5/4 10:39:43,Value 1,Value 1,Value 252,Value 12,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
4413,Closed,2012/5/19 10:39:59,Value 5,Value 1,Value 252,Value 12,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
3881,Assign seriousness,2011/5/25 15:35:24,Value 8,Value 1,Value 4,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3881,Take in charge ticket,2011/5/26 8:43:34,Value 8,Value 1,Value 4,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3881,Wait,2011/5/27 12:42:26,Value 9,Value 1,Value 4,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3881,Take in charge ticket,2011/6/10 9:50:35,Value 9,Value 1,Value 4,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3881,Resolve ticket,2011/6/10 11:06:19,Value 9,Value 1,Value 4,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3881,Closed,2011/7/9 13:50:23,Value 5,Value 1,Value 4,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
2968,Assign seriousness,2013/6/19 7:40:30,Value 1,Value 1,Value 364,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
2968,Take in charge ticket,2013/6/19 7:41:00,Value 2,Value 1,Value 364,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
2968,Wait,2013/6/28 13:44:28,Value 1,Value 1,Value 364,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
2968,Resolve ticket,2013/7/23 9:37:59,Value 1,Value 1,Value 364,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
2968,Closed,2013/8/7 9:38:11,Value 3,Value 1,Value 364,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
3860,Take in charge ticket,2011/12/19 8:27:50,Value 2,Value 1,Value 374,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3860,Resolve ticket,2011/12/19 8:36:01,Value 2,Value 1,Value 374,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3860,Closed,2012/2/1 14:41:03,Value 5,Value 1,Value 374,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1642,Assign seriousness,2012/3/13 8:10:15,Value 1,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1642,Take in charge ticket,2012/3/26 7:27:50,Value 9,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1642,Wait,2012/3/26 7:57:24,Value 9,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1642,Resolve ticket,2012/3/30 13:59:03,Value 9,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
1642,Closed,2012/4/19 13:20:34,Value 5,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
2364,Assign seriousness,2011/6/15 7:38:09,Value 8,Value 1,Value 88,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
2364,Take in charge ticket,2011/6/15 7:38:38,Value 8,Value 1,Value 88,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
2364,Resolve ticket,2011/6/15 13:30:15,Value 9,Value 1,Value 88,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
2364,Closed,2011/7/16 7:40:59,Value 5,Value 1,Value 88,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3921,Assign seriousness,2011/7/28 13:44:23,Value 13,Value 1,Value 22,Value 13,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3921,Take in charge ticket,2011/7/29 7:38:20,Value 13,Value 1,Value 22,Value 13,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3921,Resolve ticket,2011/8/3 7:16:36,Value 13,Value 1,Value 22,Value 13,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
